time [s],Oxidizer mass flow rate [g/s],Thrust [N],Chamber pressure [MPaG]
t,mox,F,Pc
2.44,8.373897041,19.0265865,1.24107155
2.445,8.373067118,18.991327,1.24235765
2.45,8.37407483,19.0187505,1.2420737
2.455,8.374193436,19.010915,1.24005265
2.46,8.373185725,19.0265855,1.24377735
2.465,8.373659909,19.022668,1.2429088
2.47,8.374193436,19.038339,1.2440613
2.475,8.373600646,18.9834915,1.2438609
2.48,8.37389696,19.0892685,1.2450802
2.485,8.374193355,19.05401,1.2451303
2.49,8.373482039,19.0657625,1.2457817
2.495,8.373659909,19.042257,1.24416155
2.5,8.37271146,19.0579275,1.24469605
2.505,8.372948511,19.042257,1.24691755
2.51,8.373422776,19.034422,1.2436605
2.515,8.373126381,19.0814335,1.24526395
2.52,8.37271146,19.0422565,1.2465835
2.525,8.373244988,19.085351,1.24451235
2.53,8.373007855,19.0265855,1.24504685
2.535,8.372889248,19.081433,1.2463998
2.54,8.37371909,19.073598,1.2439278
2.545,8.373541302,19.1088565,1.24629955
2.55,8.373541302,19.0540095,1.2460323
2.555,8.373719171,19.1088565,1.24474615
2.56,8.372652116,19.089268,1.2461492
2.565,8.373244907,19.073598,1.2461826
2.57,8.372770642,19.0814335,1.2439945
2.575,8.372948511,19.0814335,1.24648325
2.58,8.372177932,19.057928,1.24524725
2.585,8.37271146,19.077516,1.2448464
2.59,8.371525879,19.0971045,1.2466503
2.595,8.371881456,19.085352,1.24437875
2.6,8.371644405,19.140199,1.24566485
2.605,8.371525879,19.120611,1.24693425
2.61,8.372118669,19.1206105,1.24586525
2.615,8.371110877,19.1049395,1.24531405
2.62,8.371407272,19.1166925,1.24768585
2.625,8.370695875,19.1088575,1.24608235
2.63,8.371881456,19.159787,1.2475355
2.635,8.370577349,19.1088575,1.24870465
2.64,8.3719408,19.148034,1.2482203
2.645,8.370340298,19.1401985,1.2495231
2.65,8.370873745,19.12061,1.2483706
2.655,8.370280954,19.116692,1.24905545
2.66,8.370399561,19.159787,1.2515776
2.665,8.370636693,19.112775,1.25074245
2.67,8.370458824,19.1206105,1.2504251
2.675,8.370814482,19.0931865,1.25116
2.68,8.370221691,19.124528,1.2512101
2.685,8.371288666,19.1519515,1.2510932
2.69,8.370103085,19.1401985,1.25339815
2.695,8.371644324,19.1832925,1.2530641
2.7,8.37022161,19.1872105,1.25329795
2.705,8.370992189,19.167622,1.25299725
2.71,8.371110715,19.148033,1.2521454
2.715,8.371288585,19.195045,1.2531977
2.72,8.371347847,19.183292,1.25353175
2.725,8.371110715,19.198963,1.2538992
2.73,8.371110634,19.1715395,1.2520953
2.735,8.370754976,19.2067985,1.2549682
2.74,8.371110634,19.179375,1.2536487
2.745,8.370873502,19.214634,1.254868
2.75,8.371525555,19.2420575,1.25633785
2.755,8.370992027,19.285152,1.25436695
2.76,8.370873421,19.28907,1.2548513
2.765,8.371169816,19.28907,1.2556029
2.77,8.371288423,19.2890695,1.2538825
2.775,8.370873502,19.336081,1.25401615
2.78,8.370932845,19.3047395,1.2564046
2.785,8.370458581,19.2694805,1.25259635
2.79,8.371229241,19.308657,1.25368205
2.795,8.370577187,19.2381395,1.2550016
2.8,8.371466373,19.238139,1.25226235
2.805,8.370695794,19.238139,1.25313095
2.81,8.370755138,19.2538095,1.2551186
2.815,8.369925215,19.2107155,1.2515442
2.82,8.370162347,19.269481,1.25418325
2.825,8.370340217,19.1950455,1.2557366
2.83,8.370340217,19.242057,1.25222905
2.835,8.370399561,19.25381,1.25577
2.84,8.369747426,19.195045,1.2559203
2.845,8.370399561,19.214633,1.2517947
2.85,8.369866033,19.25381,1.2564381
2.855,8.370518086,19.171539,1.25553615
2.86,8.370280954,19.218551,1.2514106
2.865,8.370518086,19.296904,1.25757395
2.87,8.370221691,19.1872095,1.25341495
2.875,8.370280954,19.2929865,1.2518449
2.88,8.370162428,19.245975,1.2567555
2.885,8.370518086,19.245975,1.25151085
2.89,8.370221691,19.3243285,1.25167785
2.895,8.369806689,19.3164935,1.25587025
2.9,8.369332505,19.242058,1.2520453
2.905,8.369569557,19.3752585,1.25426675
2.91,8.369154636,19.292988,1.25625435
2.915,8.369984478,19.3439175,1.25152745
2.92,8.369332344,19.4340235,1.2548847
2.925,8.369925134,19.367423,1.2554192
2.93,8.369510132,19.4065995,1.25369885
2.935,8.369213737,19.410517,1.2565383
2.94,8.369865871,19.3909285,1.2546843
2.945,8.369865871,19.4261875,1.25328125
2.95,8.370162266,19.453611,1.25396605
2.955,8.369747345,19.3791755,1.2541498
2.96,8.370102923,19.4144345,1.2528971
2.965,8.369095292,19.343917,1.25425
2.97,8.369865952,19.367423,1.25463415
2.975,8.368976766,19.3517525,1.25294715
2.98,8.369332424,19.3635055,1.2539159
2.985,8.369984478,19.394847,1.2565383
2.99,8.369154555,19.383094,1.2553023
2.995,8.370043741,19.414435,1.25623765
3,8.369569557,19.394847,1.25817515
3.005,8.37039948,19.430106,1.2556029
3.01,8.370221691,19.4536115,1.25815845
3.015,8.370695875,19.4183525,1.25862615
3.02,8.36980677,19.3830935,1.25625435
3.025,8.370162428,19.4418585,1.2603465
3.03,8.370221772,19.390929,1.25740685
3.035,8.36998464,19.390929,1.25520205
3.04,8.370636693,19.437941,1.26051355
3.045,8.370043984,19.394847,1.25804155
3.05,8.370221772,19.449694,1.25682225
3.055,8.369569719,19.426188,1.26079745
3.06,8.369688325,19.4261885,1.2589267
3.065,8.369688325,19.5280475,1.25974515
3.07,8.370281116,19.500624,1.2629187
3.075,8.3695698,19.4927885,1.258576
3.08,8.369332586,19.555471,1.26111475
3.085,8.36862127,19.508459,1.2607974
3.09,8.36879914,19.484953,1.25695575
3.095,8.368206268,19.504541,1.2602128
3.1,8.368443401,19.4888705,1.2601627
3.105,8.368443401,19.492788,1.2574235
3.11,8.36844332,19.4927875,1.2592775
3.115,8.367850529,19.461446,1.2576072
3.12,8.367731922,19.516293,1.25725645
3.125,8.36844332,19.4888695,1.258576
3.13,8.367732003,19.4536105,1.25560295
3.135,8.367969055,19.5241285,1.25790795
3.14,8.367020606,19.4731985,1.2575572
3.145,8.367435608,19.457528,1.25538585
3.15,8.36707995,19.4614455,1.25638805
3.155,8.366842818,19.4849515,1.2555529
3.16,8.36707995,19.481034,1.25456745
3.165,8.367020606,19.473199,1.25560305
3.17,8.367257658,19.4771165,1.25268005
3.175,8.366605523,19.492787,1.2542334
3.18,8.367909711,19.492787,1.2543336
3.185,8.366961262,19.422269,1.25064225
