t,mox,F,Pc,of,mf,lambda,Pe,Ve,cstr_ex,eta,dof,dmf
0.915,0.496341978,1593.20085,2241509.8,0.676751218,0.733418669,0.921191235,1269288.147,816.6858345,1043.608146,0.86127764,0.002077392,0.002244452
0.92,0.496941282,1595.1541,2243036.7,0.67612745,0.734981669,0.921191235,1270219.591,816.5010602,1042.486027,0.860481414,0.002029031,0.002199051
0.925,0.497491571,1597.0292,2244381.8,0.675368201,0.736622734,0.921191235,1271061.218,816.2745089,1041.258984,0.859629695,0.001977911,0.002151004
0.93,0.498009037,1598.5918,2244890.8,0.674567075,0.738264667,0.921191235,1271431.194,816.0323611,1039.67595,0.858498412,0.001901702,0.002075424
0.935,0.49858681,1598.8262,2244854.4,0.676131299,0.737411225,0.921191235,1271253.936,816.5092503,1039.890971,0.858325982,0.001887348,0.002052675
0.94,0.49922963,1599.99815,2246417.65,0.677156433,0.737244166,0.921191235,1272041.358,816.8287721,1040.214721,0.858351928,0.001888631,0.0020505
0.945,0.499843485,1603.2796,2250961.9,0.675953019,0.739464832,0.921191235,1274748.511,816.4782842,1039.934987,0.858360212,0.00189304,0.002065124
0.95,0.500331267,1607.65485,2254706.35,0.671810815,0.744750242,0.921191235,1277296.845,815.2335327,1036.834917,0.856696646,0.00180553,0.001996194
0.955,0.500813137,1609.9206,2256378.6,0.670322102,0.747123116,0.921191235,1278399.468,814.7902212,1035.230314,0.855687127,0.001751712,0.001947322
0.96,0.501349001,1610.2331,2256960.3,0.67193632,0.746125765,0.921191235,1278567.559,815.2801754,1035.880267,0.855864796,0.00175972,0.001948909
0.965,0.501889637,1611.1707,2258668.95,0.673108631,0.745629478,0.921191235,1279422.098,815.6420261,1036.627636,0.856211126,0.00177863,0.001965068
0.97,0.502419634,1613.124,2261141,0.672836858,0.746718357,0.921191235,1280856.964,815.5690857,1036.417262,0.856080794,0.001773052,0.001962572
0.975,0.502966488,1614.45225,2262304.35,0.672979398,0.747372786,0.921191235,1281504.903,815.6167976,1035.954228,0.855658858,0.001749623,0.001937994
0.98,0.503512991,1614.8429,2262558.8,0.674297776,0.746722011,0.921191235,1281516.702,816.0182952,1036.157156,0.855532019,0.001740574,0.001922561
0.985,0.504076456,1615.23355,2261831.75,0.675078599,0.746692988,0.921191235,1281024.126,816.2532528,1035.381599,0.85472282,0.001692744,0.001867632
0.99,0.504748711,1614.296,2260232.15,0.678190062,0.744258488,0.921191235,1279801.013,817.1985296,1036.109167,0.854637433,0.001681353,0.001840585
0.995,0.505469407,1613.2022,2258959.8,0.68202225,0.741133309,0.921191235,1278693.915,818.3742003,1037.523264,0.854944482,0.001691328,0.00183337
1,0.506188141,1614.06165,2260995.65,0.68423473,0.739787268,0.921191235,1279632.019,819.0679191,1038.981143,0.855625733,0.001728575,0.001864207
1.005,0.506712189,1617.4994,2263903.95,0.681342738,0.74369647,0.921191235,1281575.069,818.1831123,1036.629191,0.854328508,0.001659659,0.001807142
1.01,0.507117134,1619.99955,2265139.95,0.678804777,0.747073608,0.921191235,1282532.555,817.4060973,1034.067429,0.852781829,0.001575867,0.001730339
1.015,0.507554445,1619.687,2263940.3,0.680183894,0.746201799,0.921191235,1281711.652,817.8257705,1033.877946,0.852322925,0.001545442,0.001691598
1.02,0.508045192,1618.9838,2262304.35,0.682231238,0.744681808,0.921191235,1280576.165,818.4516582,1033.979676,0.851954269,0.001518075,0.001653359
1.025,0.508589016,1619.37445,2262522.5,0.683554838,0.744035427,0.921191235,1280568.366,818.8626394,1034.164045,0.851803493,0.001506741,0.00163645
1.03,0.509203322,1620.312,2263431.35,0.684525649,0.743877636,0.921191235,1280988.815,819.1676679,1034.202555,0.851607397,0.001492909,0.001618821
1.035,0.509801148,1620.7808,2264158.45,0.686230783,0.742900437,0.921191235,1281232.997,819.7015645,1034.848082,0.851743051,0.001497181,0.001617291
1.04,0.510296542,1621.3277,2264122.1,0.68693355,0.74286158,0.921191235,1281142.587,819.9208677,1034.45447,0.851257735,0.00146602,0.001582003
1.045,0.510839794,1621.48395,2263031.45,0.68789228,0.742615972,0.921191235,1280427.211,820.2165795,1033.710641,0.850432264,0.001413767,0.001523106
1.05,0.511361072,1620.0776,2260741.15,0.691080922,0.73994384,0.921191235,1278809.745,821.2094762,1034.43951,0.850308612,0.001395554,0.001491215
1.055,0.51197867,1618.35875,2258850.75,0.695577438,0.736048414,0.921191235,1277293.518,822.6257942,1036.289115,0.850787551,0.001409536,0.001488531
1.06,0.512627659,1617.8119,2258450.85,0.698879698,0.733499142,0.921191235,1276743.986,823.6778529,1037.685664,0.851153735,0.001421516,0.001488904
1.065,0.513228193,1617.89,2257796.45,0.700563706,0.73259318,0.921191235,1276208.334,824.2152909,1037.639316,0.850718385,0.001389031,0.001449663
1.07,0.513806872,1617.03055,2255978.75,0.703338856,0.730525362,0.921191235,1274906.517,825.1020416,1038.044717,0.850397184,0.001358968,0.001408775
1.075,0.514384283,1615.78045,2253979.2,0.706851534,0.727711914,0.921191235,1273431.902,826.2324724,1038.991709,0.850336509,0.001342025,0.001379012
1.08,0.514933589,1615.7023,2253797.45,0.709064226,0.726215722,0.921191235,1273116.419,826.9525171,1039.700522,0.850378283,0.001336882,0.001366643
1.085,0.515444526,1617.0305,2255178.9,0.709203939,0.726793094,0.921191235,1273887.796,827.0033161,1039.426373,0.850110365,0.001320503,0.001350738
1.09,0.515912151,1618.7494,2256851.2,0.708534651,0.728139619,0.921191235,1274901.948,826.7912261,1038.68027,0.849652033,0.00129531,0.001328722
1.095,0.516246116,1619.68695,2258705.25,0.70915268,0.727975979,0.921191235,1275895.89,826.9998312,1039.391262,0.850069889,0.001320456,0.001352986
1.1,0.516547898,1620.70265,2259941.25,0.709034563,0.728522875,0.921191235,1276609.34,826.965924,1039.251167,0.84997568,0.001315778,0.001349438
1.105,0.516838352,1621.24955,2260268.45,0.709237381,0.728724071,0.921191235,1276775.742,827.0333605,1038.991357,0.84971138,0.001298705,0.001331949
1.11,0.51711327,1621.9527,2260195.75,0.708757496,0.729605362,0.921191235,1276780.511,826.8764791,1037.994407,0.849013667,0.00125688,0.00129156
1.115,0.517440276,1622.109,2261649.95,0.710754337,0.728015643,0.921191235,1277415.006,827.534528,1039.715302,0.849922262,0.001307352,0.001336643
1.12,0.517757387,1622.34335,2262340.7,0.712007564,0.727179617,0.921191235,1277687.357,827.9479242,1040.466358,0.85022321,0.001322408,0.001348083
1.125,0.518132717,1622.34335,2261904.45,0.713200908,0.726489144,0.921191235,1277325.563,828.3383427,1040.529122,0.849983131,0.001302556,0.001324406
1.13,0.51856509,1622.26525,2262522.4,0.715575357,0.724682712,0.921191235,1277450.143,829.1233147,1041.963718,0.850561899,0.001331339,0.00134578
1.135,0.51885967,1623.12465,2264594.55,0.71638244,0.724277482,0.921191235,1278549.904,829.3978832,1043.010839,0.85120135,0.001370999,0.00138346
1.14,0.519060287,1623.5934,2264921.75,0.716395025,0.724544795,0.921191235,1278734.482,829.4032747,1042.769029,0.850998623,0.001358273,0.001371125
1.145,0.519387442,1623.35905,2262849.6,0.716731617,0.724660988,0.921191235,1277525.977,829.5068901,1041.443735,0.84984745,0.001281665,0.001293531
1.15,0.51977247,1622.34335,2261977.1,0.719958548,0.721947772,0.921191235,1276724.825,830.574941,1042.994103,0.850310525,0.001298787,0.00130003
1.155,0.520030792,1622.57775,2263540.3,0.721673786,0.720589831,0.921191235,1277450.147,831.1527471,1044.639984,0.851209086,0.001351893,0.001347339
1.16,0.520242057,1623.90595,2264703.65,0.720396776,0.722160445,0.921191235,1278231.097,830.7310971,1043.677864,0.850738963,0.001326727,0.00132753
1.165,0.520494453,1626.01545,2265030.85,0.716925863,0.726008754,0.921191235,1278745.942,829.5793786,1040.3947,0.848928085,0.001223618,0.001237009
1.17,0.520744993,1627.49995,2267502.95,0.716452774,0.726837848,0.921191235,1280194.492,829.4320816,1040.628887,0.849220008,0.001245857,0.001261721
1.175,0.520816481,1630.0001,2270593.1,0.713467958,0.729978795,0.921191235,1282234.065,828.4589393,1039.370751,0.84891149,0.001239309,0.00126579
1.18,0.520857228,1632.0315,2271392.9,0.70979494,0.733813667,0.921191235,1283040.936,827.2575197,1036.525163,0.847482434,0.001165422,0.001202884
1.185,0.520991955,1632.1878,2271247.45,0.709888022,0.733907234,0.921191235,1282949.364,827.2873884,1036.270234,0.847252266,0.001150885,0.0011879
1.19,0.521121202,1632.34405,2272047.2,0.71062876,0.733324109,0.921191235,1283332.299,827.5327146,1037.010196,0.847670678,0.001174154,0.001209654
1.195,0.521152513,1632.50025,2272556.15,0.710777082,0.733215134,0.921191235,1283607.078,827.5832062,1037.306712,0.847873271,0.001186382,0.001221795
1.2,0.521351723,1633.28155,2272047.25,0.709524294,0.734790517,0.921191235,1283438.653,827.1715861,1035.609316,0.846795167,0.001124924,0.001163139
1.205,0.521792035,1633.9066,2272119.95,0.709970635,0.734948756,0.921191235,1283436.954,827.3177139,1035.149205,0.846309631,0.001093845,0.001130587
1.21,0.522189749,1634.21915,2273319.6,0.711720062,0.733701039,0.921191235,1283949.987,827.8951137,1036.396724,0.846893301,0.001122964,0.001155822
1.215,0.522384852,1633.98475,2272628.85,0.712512099,0.733159272,0.921191235,1283481.681,828.1524371,1036.367882,0.84668006,0.001106446,0.001136743
1.22,0.522732063,1633.67225,2270520.3,0.713072214,0.733070301,0.921191235,1282230.626,828.328497,1035.193419,0.84559739,0.001037955,0.001065514
1.225,0.523235384,1632.89095,2270483.95,0.716786521,0.729973805,0.921191235,1281855.13,829.553774,1037.318863,0.846415676,0.001072089,0.001090183
1.23,0.523569667,1634.14105,2272665.25,0.716961793,0.730261601,0.921191235,1283076.775,829.6200613,1037.800284,0.846750101,0.001092926,0.001111506
1.235,0.523742304,1636.40685,2274083.1,0.713704777,0.733836064,0.921191235,1284193.081,828.55014,1035.353562,0.845548446,0.001034304,0.001061939
1.24,0.523882828,1637.11005,2274846.55,0.713282306,0.734467719,0.921191235,1284667.082,828.4140431,1035.065597,0.845411956,0.001028282,0.001057299
1.245,0.524064497,1636.9538,2275137.35,0.714556764,0.733411988,0.921191235,1284710.053,828.8348271,1035.917471,0.845791869,0.001045932,0.001071962
1.25,0.524200714,1635.9381,2273719.5,0.716313032,0.731803961,0.921191235,1283737.17,829.4093648,1036.485045,0.845830656,0.001040425,0.001061383
1.255,0.524452164,1634.2973,2271102.05,0.71907213,0.729345697,0.921191235,1281988.584,830.3142879,1037.11409,0.845675784,0.001018691,0.001031784
1.26,0.524912138,1633.2816,2269938.7,0.722398722,0.726623847,0.921191235,1281013.17,831.4189643,1038.456233,0.845944471,0.001020927,0.001025449
1.265,0.525417659,1634.06295,2271574.6,0.723949778,0.725765343,0.921191235,1281795.12,831.944468,1039.497808,0.846390701,0.001042408,0.00104352
1.27,0.525605617,1635.5474,2273101.45,0.722492221,0.727489656,0.921191235,1282799.234,831.46215,1038.609133,0.846023952,0.001026646,0.00103228
1.275,0.525705654,1636.64125,2272556.1,0.720037768,0.730108444,0.921191235,1282722.246,830.6410377,1036.111916,0.844607876,0.000953148,0.000965201
1.28,0.525978103,1635.2349,2270992.85,0.723182169,0.727310664,0.921191235,1281537.422,831.685079,1037.485485,0.844949499,0.000959673,0.000963872
1.285,0.526338188,1633.4379,2269684.1,0.727848682,0.723142325,0.921191235,1280355.933,833.2491198,1040.047891,0.845862303,0.000993991,0.000986217
1.29,0.526755329,1632.6566,2268666.2,0.73068818,0.720903038,0.921191235,1279513.053,834.2062388,1041.099713,0.845998598,0.000990303,0.000975718
1.295,0.52717214,1632.8129,2269066.15,0.732433776,0.719754,0.921191235,1279577.309,834.8007806,1041.894721,0.846193136,0.000995093,0.000976539
1.3,0.527526452,1632.89105,2269756.85,0.734411391,0.718298298,0.921191235,1279167.94,835.8124522,1043.133255,0.84668345,0.001002243,0.000978918
1.305,0.527772427,1632.50045,2268120.9,0.735142641,0.717918399,0.921191235,1278173.17,836.0560717,1042.493472,0.845986042,0.000958898,0.000935211
1.31,0.528008396,1629.9221,2264231.05,0.739379786,0.714123385,0.921191235,1275579.414,837.4946474,1043.687489,0.845878316,0.000926606,0.000893834
1.315,0.528301568,1626.875,2261286.35,0.745952958,0.708223706,0.921191235,1273313.038,839.7580352,1047.056154,0.846894266,0.000959623,0.000909916
1.32,0.528625145,1626.32815,2261722.6,0.749246619,0.70554225,0.921191235,1273262.913,840.9082674,1049.258941,0.847794273,0.000999594,0.000940032
1.325,0.528812488,1627.96885,2264012.9,0.747817452,0.707141143,0.921191235,1274688.867,840.4174957,1048.803503,0.847792318,0.001005312,0.000949353
1.33,0.528854242,1630.469,2265430.7,0.742825368,0.711949624,0.921191235,1275944.642,838.6881336,1045.358015,0.846318923,0.000939391,0.000899208
1.335,0.528875303,1631.4847,2265721.55,0.740624698,0.714093527,0.921191235,1276310.164,837.9289911,1043.671219,0.845529116,0.000904069,0.00087062
1.34,0.528865154,1631.5628,2265430.7,0.74015074,0.714537087,0.921191235,1276188.682,837.7645476,1043.173499,0.845251951,0.00089339,0.000861433
1.345,0.528974218,1630.93775,2264085.55,0.741104148,0.713765022,0.921191235,1275339.408,838.0883521,1043.110293,0.844960238,0.000875743,0.000842441
1.35,0.529238359,1630.7034,2263285.8,0.742236991,0.713031505,0.921191235,1274783.014,838.4767187,1043.13582,0.844689118,0.000859499,0.000824724
1.355,0.529502947,1631.87535,2264994.4,0.741906526,0.713705742,0.921191235,1275781.17,838.3687827,1043.134972,0.844763541,0.000864055,0.000830244
1.36,0.529601515,1635.0006,2268266.3,0.737239499,0.718357488,0.921191235,1278062.48,836.7743653,1040.665439,0.843958312,0.00084823,0.000825555
1.365,0.52959629,1637.4226,2269356.95,0.732163075,0.723331055,0.921191235,1279767.434,834.7097803,1037.037196,0.842315404,0.000797786,0.000787304
1.37,0.529632485,1636.56315,2267539.25,0.733020685,0.722534161,0.921191235,1278039.48,835.3301252,1036.836056,0.841944535,0.000768972,0.000757177
1.375,0.529793456,1634.21925,2265903.35,0.738103773,0.717776382,0.921191235,1276643.99,837.0621808,1039.905619,0.843133803,0.000813511,0.000790236
1.38,0.529990458,1633.20355,2266630.45,0.742140661,0.714137475,0.921191235,1276686.751,838.4557345,1043.117155,0.844676476,0.000859409,0.000826024
1.385,0.530234181,1634.7661,2267721.05,0.740200347,0.716338736,0.921191235,1277481.92,837.7901052,1041.572138,0.843925847,0.000839508,0.000811525
1.39,0.530452233,1636.485,2268339.1,0.737443793,0.719312087,0.921191235,1278084.957,836.8446991,1039.195522,0.842712772,0.000788325,0.000768121
1.395,0.530462959,1638.20385,2269720.6,0.734425082,0.722283282,0.921191235,1279146.128,835.8169895,1037.353319,0.841988752,0.000767533,0.000754056
1.4,0.530348983,1639.3758,2271211.1,0.732222925,0.724299889,0.921191235,1280813.487,834.7370521,1036.460394,0.841818996,0.000776382,0.000767168
1.405,0.530306754,1640.23525,2271174.75,0.729981784,0.726465736,0.921191235,1281001.957,833.9761181,1034.692486,0.840954974,0.000746907,0.00074255
1.41,0.530327018,1640.78215,2270774.8,0.728480054,0.727991131,0.921191235,1280915.563,833.4664582,1033.239535,0.840157861,0.000720674,0.000719478
1.415,0.530357786,1641.6416,2272447.1,0.727890976,0.728622559,0.921191235,1281919.481,833.2737561,1033.456597,0.840472237,0.000732863,0.000732862
1.42,0.53041433,1643.36045,2273937.6,0.725294044,0.731309369,0.921191235,1283009.235,832.4046245,1031.885933,0.839839414,0.000714687,0.000719905
1.425,0.530491718,1643.9855,2272774.3,0.723317539,0.733414702,0.921191235,1282535.58,831.7371246,1029.576923,0.838462761,0.000673628,0.000682396
1.43,0.530646404,1642.8135,2270520.35,0.724939983,0.73198667,0.921191235,1281103.588,832.2728025,1029.593156,0.838085198,0.000663549,0.000669387
1.435,0.530729188,1641.01655,2270411.3,0.729363268,0.727660977,0.921191235,1280626.702,833.7638062,1033.015014,0.839753821,0.000706113,0.000703783
1.44,0.530811974,1641.17275,2271174.7,0.72993902,0.727200436,0.921191235,1281005.925,833.961629,1033.672652,0.840136967,0.000717559,0.000714165
1.445,0.531014463,1641.32905,2270338.55,0.729791411,0.727624983,0.921191235,1280545.41,833.9084981,1032.777325,0.83945242,0.000696607,0.000693877
1.45,0.531258302,1640.86025,2268375.45,0.730417636,0.727334986,0.921191235,1279373.362,834.113398,1031.922155,0.838611622,0.000675841,0.000672366
1.455,0.531440101,1638.4382,2266521.4,0.735605477,0.722452616,0.921191235,1277223.923,836.2083434,1034.944006,0.839751404,0.000699476,0.000686317
1.46,0.531653276,1636.48495,2264303.8,0.739536886,0.718900281,0.921191235,1275606.266,837.5489854,1036.692148,0.8401675,0.000713282,0.00069271
1.465,0.531908185,1635.39115,2262231.6,0.741706268,0.717141283,0.921191235,1274234.06,838.2894274,1036.990637,0.839858683,0.00071247,0.000688212
1.47,0.532152351,1635.39115,2263358.6,0.743742304,0.715506363,0.921191235,1274687.342,838.9980736,1038.663747,0.840673062,0.000726758,0.000698485
1.475,0.532313435,1637.18815,2266194.15,0.742303232,0.71711049,0.921191235,1276424.741,838.5103302,1038.495708,0.840894655,0.000728429,0.000703017
1.48,0.532407369,1638.36015,2266266.85,0.739876193,0.71958981,0.921191235,1276687.588,837.6730596,1036.394515,0.839824828,0.000706555,0.000686526
1.485,0.532583004,1637.11,2262667.8,0.740831211,0.718899252,0.921191235,1274560.992,837.9889617,1035.174367,0.838612426,0.000700214,0.000678842
1.49,0.532743951,1633.75045,2259614.05,0.74751033,0.712691088,0.921191235,1272225.141,840.2942995,1038.796783,0.839814475,0.000727508,0.000692946
1.495,0.532801276,1632.65655,2260450.15,0.751328547,0.709145524,0.921191235,1272355.289,841.6327792,1042.099892,0.841464246,0.000751248,0.000708361
1.5,0.53274009,1634.68795,2263722.05,0.748551544,0.711694598,0.921191235,1274457.898,840.6726725,1041.521891,0.841713667,0.000750517,0.000712849
1.505,0.532688835,1637.50065,2265539.75,0.742685061,0.717247273,0.921191235,1276019.201,838.6399852,1037.770406,0.840211976,0.000716511,0.000691303
1.51,0.532709529,1636.9537,2264739.95,0.743491689,0.716496953,0.921191235,1275492.681,838.9163081,1038.009962,0.840200193,0.000718012,0.000691275
1.515,0.532802303,1635.3911,2263285.8,0.746666548,0.713574627,0.921191235,1274381.044,840.0137013,1039.698474,0.840741319,0.000731504,0.0006984
1.52,0.532895728,1634.8442,2262595.05,0.747920415,0.712503251,0.921191235,1273876.544,840.4482316,1040.197335,0.840817979,0.000735037,0.000699543
1.525,0.532994549,1635.00045,2262885.95,0.748224103,0.712346137,0.921191235,1274013.903,840.5552822,1040.37977,0.840883069,0.000736209,0.000700218
1.53,0.533077566,1636.1724,2264121.95,0.746644366,0.713964492,0.921191235,1274856.656,840.0090405,1039.527838,0.840603509,0.000728909,0.000696326
1.535,0.533124467,1637.18815,2265139.85,0.745127124,0.715481224,0.921191235,1275570.68,839.4851092,1038.692797,0.840320819,0.000721906,0.000692513
1.54,0.533222282,1638.04755,2265030.8,0.743317337,0.71735483,0.921191235,1275673.311,838.8569837,1037.005466,0.839430772,0.000709116,0.000683696
1.545,0.533347262,1636.7975,2262704.15,0.74511228,0.715794486,0.921191235,1274192.286,839.4710153,1037.130628,0.839077413,0.000714799,0.000686016
1.55,0.533539596,1634.68795,2260559.2,0.749604225,0.711761724,0.921191235,1272571.878,841.0290978,1039.342882,0.839695264,0.00073302,0.000695335
1.555,0.533622825,1635.1567,2262922.25,0.750793832,0.710744818,0.921191235,1273803.143,841.4542866,1041.210005,0.840871295,0.000740817,0.000700609
1.56,0.533473606,1639.06325,2268193.6,0.744520527,0.716533106,0.921191235,1277355.6,839.2857493,1038.927364,0.840649309,0.000724012,0.000696119
1.565,0.533241658,1642.1884,2270665.65,0.737747256,0.72279721,0.921191235,1279375.517,836.9574672,1035.064755,0.839268859,0.000690495,0.000675869
1.57,0.533133099,1642.34465,2269502.35,0.735958262,0.724406704,0.921191235,1278880.945,836.3400992,1033.299708,0.838306365,0.000661417,0.00065045
1.575,0.533096559,1641.0946,2268593.45,0.738111537,0.722243904,0.921191235,1278167.749,837.0748155,1034.69549,0.838889312,0.000687492,0.000672087
1.58,0.533061355,1640.46955,2268375.35,0.739309598,0.721025882,0.921191235,1277934.244,837.4858198,1035.629901,0.839337986,0.000694879,0.000677058
1.585,0.533031402,1641.01645,2268593.45,0.738013672,0.722251392,0.921191235,1278176.736,837.0412121,1034.743024,0.838953153,0.000687995,0.000672674
1.59,0.533109153,1641.71965,2268811.6,0.736821763,0.723525253,0.921191235,1278409.941,836.6332006,1033.729469,0.838437378,0.000681028,0.000668121
1.595,0.533247437,1643.126,2270084,0.735037981,0.725469229,0.921191235,1279295.499,836.0276245,1032.598179,0.837969567,0.000664266,0.000655027
1.6,0.533314572,1643.98545,2270483.9,0.733512743,0.727069266,0.921191235,1280281.062,835.173508,1031.413973,0.837396087,0.000659338,0.000652959
1.605,0.533464778,1642.89165,2268448.05,0.735257549,0.725548182,0.921191235,1278347.999,836.0965566,1031.611195,0.83712338,0.00065436,0.000645145
1.61,0.533814845,1640.93835,2266630.35,0.740108757,0.721265408,0.921191235,1276872.282,837.7545137,1034.014462,0.83783343,0.000690408,0.000672203
1.615,0.534025832,1640.39145,2267757.35,0.743335894,0.718417927,0.921191235,1277216.258,838.8734564,1036.706354,0.839165323,0.000705019,0.00068074
1.62,0.534041868,1641.48525,2268702.5,0.741456396,0.720260653,0.921191235,1277923.158,838.2269899,1035.601485,0.838754841,0.000696956,0.000676396
1.625,0.53411569,1640.8602,2265939.6,0.741088773,0.720717557,0.921191235,1276391.321,838.0898815,1033.902826,0.837493275,0.000699907,0.000680026
1.63,0.534282233,1638.2819,2262631.4,0.745580141,0.716599335,0.921191235,1274108.688,839.6333238,1035.654809,0.837761209,0.000723171,0.000694387
1.635,0.534464693,1636.4849,2262086.1,0.750581646,0.712067362,0.921191235,1273348.715,841.3768791,1039.018044,0.839163116,0.000736403,0.000697932
1.64,0.534590337,1637.3443,2263685.65,0.750302597,0.712499649,0.921191235,1274279.591,841.2849611,1039.287576,0.839444056,0.000732445,0.000694863
1.645,0.534715578,1638.8288,2264194.6,0.747490791,0.715347379,0.921191235,1274821.282,840.3042334,1037.048993,0.838375557,0.000724943,0.000693097
1.65,0.534834738,1638.43815,2262813.15,0.747882218,0.715132309,0.921191235,1274003.517,840.4357019,1036.495784,0.837834516,0.000734467,0.000701616
1.655,0.534959935,1637.42245,2260813.7,0.74939018,0.713860348,0.921191235,1272735.259,840.9551542,1036.530873,0.837478287,0.000752066,0.000715691
1.66,0.535125698,1636.87555,2259941.2,0.75084311,0.712699751,0.921191235,1272110.628,841.4606986,1036.956912,0.837443663,0.000763712,0.000724179
1.665,0.535439762,1636.64115,2259395.9,0.752471566,0.711574744,0.921191235,1271655.949,842.0302787,1037.380884,0.837357186,0.000778072,0.000735024
1.67,0.535641538,1636.17235,2259105.1,0.754417472,0.710006804,0.921191235,1271317.481,842.7141098,1038.384965,0.83765066,0.000785779,0.000738752
1.675,0.53574035,1636.01605,2259250.5,0.755433629,0.709182554,0.921191235,1271309.244,843.073106,1039.056921,0.837919869,0.0007866,0.000737673
1.68,0.536023103,1635.93795,2258341.6,0.756209243,0.708829081,0.921191235,1270725.703,843.3438053,1038.697912,0.837428769,0.000806765,0.000755412
1.685,0.536383197,1635.391,2256414.85,0.757727495,0.707884035,0.921191235,1269500.273,843.8741188,1038.29962,0.83671343,0.000846403,0.000789844
1.69,0.536585259,1634.2972,2255724.15,0.761076726,0.705034381,0.921191235,1268813.397,845.0612578,1040.195151,0.837341928,0.000856541,0.000792577
1.695,0.536740816,1634.53155,2256778.45,0.762153209,0.704242676,0.921191235,1269315.246,845.448687,1041.214798,0.837863795,0.000846677,0.000781476
1.7,0.536894715,1636.7192,2259032.4,0.758949246,0.707418471,0.921191235,1270873.643,844.3168281,1039.465708,0.837306526,0.000832584,0.000775204
1.705,0.536940628,1637.5005,2259759.45,0.757706316,0.708639505,0.921191235,1271395.331,843.8787036,1038.742613,0.837053447,0.000828648,0.000774141
1.71,0.536942385,1636.32855,2257287.4,0.758692426,0.707720767,0.921191235,1269908.704,844.219389,1038.370723,0.836505415,0.000864189,0.000805213
1.715,0.537082748,1633.8284,2253797.4,0.763102313,0.70381486,0.921191235,1267544.946,845.7767211,1039.911392,0.8365778,0.000913415,0.000841442
1.72,0.537426843,1632.0314,2251797.95,0.768050613,0.699728422,0.921191235,1265981.414,847.5434497,1042.131735,0.837026725,0.000951805,0.000866063
1.725,0.537720453,1632.5002,2251216.3,0.767657949,0.700468814,0.921191235,1265686.535,847.40013,1040.992497,0.836223105,0.000986037,0.00089858
1.73,0.537809549,1632.8908,2251979.75,0.767714318,0.700533436,0.921191235,1266113.514,847.4231346,1041.216261,0.836382249,0.000977156,0.000890514
1.735,0.537984294,1633.43775,2252052.45,0.767120484,0.701303518,0.921191235,1266206.347,847.2099363,1040.456031,0.835933398,0.000992138,0.000905844
1.74,0.538296622,1632.96895,2250598.25,0.768693168,0.700275018,0.921191235,1265246.93,847.7704494,1040.385414,0.835456357,0.001040752,0.000946837
1.745,0.538461653,1631.87515,2249398.55,0.771562466,0.697884716,0.921191235,1264319.853,848.8016299,1041.702396,0.835733607,0.00106572,0.000962623
1.75,0.538540659,1631.48445,2249180.45,0.772904782,0.696774909,0.921191235,1264080.693,849.2867337,1042.47055,0.835981067,0.001070062,0.000963329
1.755,0.538674239,1632.6564,2250561.95,0.771509058,0.698208574,0.921191235,1264982.448,848.7864713,1041.789142,0.835810023,0.001058092,0.000956252
1.76,0.538781682,1633.9065,2252416,0.770210918,0.699524857,0.921191235,1266143.441,848.3241312,1041.448616,0.835881284,0.001033061,0.000936995
1.765,0.538761805,1634.6097,2253361.2,0.76898065,0.700618155,0.921191235,1266784.848,847.8838828,1040.983276,0.835838949,0.001017566,0.000925879
1.77,0.538798174,1634.06285,2252888.6,0.770292159,0.699472489,0.921191235,1266403.705,848.3551412,1041.697312,0.836055364,0.001023606,0.000928263
1.775,0.538971946,1632.34395,2252161.5,0.775545703,0.694958329,0.921191235,1265539.158,850.2559768,1045.024133,0.837276208,0.001028888,0.000920754
1.78,0.539197244,1632.18775,2251107.25,0.776162442,0.694696386,0.921191235,1264890.131,850.476618,1044.565973,0.836744894,0.00106586,0.000952679
1.785,0.539295768,1631.3283,2250671,0.778836451,0.69243776,0.921191235,1264414.662,851.4501845,1046.195052,0.837306902,0.001070913,0.000950806
1.79,0.539373926,1630.39075,2248926.05,0.780368514,0.691178482,0.921191235,1263297.691,852.0043339,1046.387325,0.837043875,0.001110668,0.000982329
1.795,0.539650812,1627.26555,2244563.55,0.787163452,0.685563857,0.921191235,1260257.968,854.488302,1048.907348,0.837172304,0.001212014,0.001053956
1.8,0.540105993,1623.2028,2239837.5,0.79800731,0.676818353,0.921191235,1256687.71,858.5075024,1053.829475,0.838023498,0.001339035,0.00113378
1.805,0.540506116,1620.3901,2237038.2,0.807005396,0.669767661,0.921191235,1254374.311,861.8892785,1058.296077,0.838971727,0.001431871,0.001186265
1.81,0.540824772,1620.0776,2236238.45,0.809203259,0.668342306,0.921191235,1253745.874,862.7206488,1058.886,0.838799694,0.001487572,0.001226371
1.815,0.541161881,1620.7808,2236420.25,0.809041233,0.668892832,0.921191235,1253861.485,862.6597127,1058.195275,0.838298888,0.001524237,0.001257827
1.82,0.541487263,1621.5621,2236420.25,0.808314355,0.669896877,0.921191235,1253920.01,862.3836465,1057.033964,0.837592014,0.001568296,0.001297221
1.825,0.541704952,1622.10905,2237438.2,0.808929666,0.669656429,0.921191235,1254444.828,862.6208708,1057.534963,0.837801664,0.001559869,0.001288821
1.83,0.541709984,1622.8903,2240092,0.809270652,0.669380489,0.921191235,1255914.733,862.7596474,1059.026133,0.838864925,0.001472521,0.00121577
