t,mox,F,Pc,of,mf,lambda,Pe,Ve,cstr_ex,eta,dof,dmf
1.835,0.541617944,1624.8436,2242564.1,0.804649423,0.673110461,0.921191235,1257683.821,861.0168344,1057.019716,0.838611127,0.001402156,0.0011709
1.84,0.541505223,1625.9374,2243800.15,0.801575977,0.675550714,0.921191235,1258632.219,859.8618487,1055.579733,0.838354437,0.001364652,0.001148144
1.845,0.541392561,1626.64055,2243727.45,0.798429882,0.678071516,0.921191235,1258849.308,858.6795267,1053.46109,0.837582302,0.001367999,0.001159795
1.85,0.541356735,1625.4686,2242418.7,0.80073145,0.676077772,0.921191235,1257921.492,859.5392732,1054.601802,0.837831937,0.001392762,0.001173902
1.855,0.541514281,1623.906,2240310.2,0.804705968,0.672934342,0.921191235,1256407.137,861.0303795,1056.200622,0.837959956,0.001459694,0.001218457
1.86,0.541647128,1621.71835,2238201.6,0.810862089,0.667989212,0.921191235,1254720.203,863.3585166,1059.404434,0.838708979,0.001520186,0.001249988
1.865,0.541669781,1621.0933,2237547.25,0.812501576,0.666669207,0.921191235,1254219.693,863.9811586,1060.231824,0.838884713,0.00153893,0.001260327
1.87,0.541609953,1622.03085,2238710.6,0.810097148,0.668574076,0.921191235,1255068.815,863.0691349,1059.165797,0.838741788,0.001501666,0.001237034
1.875,0.541590247,1622.9684,2238092.6,0.805921467,0.672013676,0.921191235,1255057.005,861.4823961,1055.889544,0.83737348,0.001535461,0.001277902
1.88,0.541651806,1621.24955,2235438.8,0.809328329,0.6692609,0.921191235,1253284.637,862.765392,1056.981431,0.837259687,0.001618914,0.001336062
1.885,0.541693438,1619.6088,2234239.1,0.814134656,0.665360986,0.921191235,1252223.289,864.5933604,1059.790947,0.838075671,0.00164921,0.001345111
1.89,0.541708837,1620.312,2236384,0.814227311,0.665304185,0.921191235,1253425.735,864.6362334,1060.844748,0.838867135,0.001577217,0.001286251
1.895,0.54161707,1623.1247,2240273.9,0.808057944,0.670270088,0.921191235,1256115.175,862.2997217,1058.415876,0.83873629,0.001459948,0.001208818
1.9,0.541373141,1626.64055,2242891.4,0.797396891,0.678925573,0.921191235,1258462.301,858.2895082,1052.348295,0.83700092,0.001395748,0.001186301
1.905,0.541073029,1627.73435,2244418.25,0.793663604,0.681741013,0.921191235,1259633.282,856.9001058,1050.898528,0.836908982,0.001334536,0.001144415
1.91,0.540868683,1628.82815,2245727.05,0.790325025,0.68436234,0.921191235,1260650.54,855.6631268,1049.437056,0.836688871,0.001291663,0.001116658
1.915,0.540690417,1628.59375,2244999.9,0.789294326,0.685030158,0.921191235,1260325.919,855.2783663,1048.678247,0.83638186,0.001298293,0.001124941
1.92,0.54059539,1626.8749,2243145.8,0.792330674,0.682285071,0.921191235,1259025.325,856.3992886,1050.245687,0.836778779,0.00132497,0.001139042
1.925,0.540495234,1626.1717,2243618.4,0.794553283,0.680250457,0.921191235,1259107.78,857.2290766,1052.303955,0.837778404,0.001289526,0.001102229
1.93,0.540318358,1627.65615,2245181.65,0.790362168,0.683633883,0.921191235,1260339.34,855.6749945,1050.278372,0.837352732,0.001247923,0.001077705
1.935,0.540168481,1628.12495,2244127.4,0.786917792,0.68643572,0.921191235,1260032.161,854.3959992,1047.515529,0.836133915,0.001279279,0.001114116
1.94,0.540115048,1626.32795,2242127.9,0.790251588,0.683472272,0.921191235,1258623.498,855.6232099,1049.162659,0.836515343,0.001311961,0.001132807
1.945,0.540102158,1624.53095,2241400.8,0.795261261,0.679150594,0.921191235,1257796.828,857.4855888,1052.551096,0.837786806,0.001306267,0.001113719
1.95,0.54006365,1624.2966,2242346,0.796840269,0.677756473,0.921191235,1258200.217,858.0792223,1054.233688,0.838664755,0.001268247,0.001077
1.955,0.539994704,1625.46855,2242127.85,0.792337098,0.681521419,0.921191235,1258449.822,856.398098,1050.94159,0.837338293,0.001288194,0.001106229
1.96,0.539996656,1625.0779,2241509.8,0.792962418,0.680986442,0.921191235,1258048.799,856.6286766,1051.11056,0.837298239,0.001302766,0.001116964
1.965,0.540048519,1625.156,2242236.9,0.793788537,0.680343056,0.921191235,1258390.932,856.9390197,1051.961157,0.837734172,0.001283836,0.001098578
1.97,0.540030216,1625.6248,2242091.5,0.791996317,0.681859504,0.921191235,1258457.621,856.2712053,1050.603228,0.83716632,0.001294761,0.001112889
1.975,0.540134444,1624.37475,2239692.05,0.794121537,0.680165968,0.921191235,1256926.091,857.0542191,1050.845721,0.836767737,0.001365067,0.001167175
1.98,0.540451655,1622.34335,2237656.2,0.800584113,0.675071671,0.921191235,1255244.958,859.4672052,1054.016654,0.837441909,0.001432886,0.001206085
1.985,0.540843363,1621.0932,2237256.3,0.806889754,0.670281609,0.921191235,1254506.729,861.8462122,1057.655399,0.838496211,0.001466088,0.001215667
1.99,0.541196374,1621.0932,2235874.85,0.807510695,0.670203351,0.921191235,1253677.048,862.0767935,1056.762588,0.837616024,0.001552419,0.001285976
1.995,0.541502962,1620.46815,2235184.1,0.810890642,0.667787904,0.921191235,1253015.536,863.358896,1058.278411,0.837829448,0.001602485,0.001317082
2,0.541681903,1620.39,2236529.2,0.813938771,0.665506943,0.921191235,1253530.639,864.5264414,1060.759105,0.838883828,0.001569758,0.001281023
2.005,0.541743233,1621.3276,2238928.6,0.813774396,0.665716734,0.921191235,1254897.176,864.4719186,1061.658675,0.839627779,0.001498494,0.001223605
2.01,0.541728572,1622.73395,2238710.45,0.808333984,0.670179137,0.921191235,1255210.695,862.399073,1057.659289,0.838066323,0.001523092,0.001260401
2.015,0.541699318,1621.8745,2237001.8,0.809222497,0.66940714,0.921191235,1254175.028,862.7306206,1057.551251,0.837731576,0.001572629,0.001298391
2.02,0.541740372,1620.23375,2236456.45,0.814810385,0.664866799,0.921191235,1253420.156,864.8594804,1061.23595,0.839003278,0.001576983,0.001284297
2.025,0.541767276,1620.70255,2236783.7,0.813652007,0.66584642,0.921191235,1253697.068,864.4177438,1060.506584,0.838767234,0.001573153,0.001284895
2.03,0.541784332,1621.95265,2236783.65,0.809227708,0.669507886,0.921191235,1254051.523,862.7318413,1057.285953,0.837521363,0.001590913,0.001313646
2.035,0.541831497,1622.8121,2237038.1,0.806766481,0.671608836,0.921191235,1254393.559,861.7987367,1055.534333,0.836852144,0.001597889,0.001327565
2.04,0.541932778,1622.73395,2237910.6,0.808694283,0.670133065,0.921191235,1254730.334,862.5331034,1057.143467,0.837557359,0.001574176,0.001301923
2.045,0.542141902,1621.95265,2235911.15,0.810483059,0.668912072,0.921191235,1253458.401,863.2062568,1057.081451,0.836996697,0.001663194,0.001369865
2.05,0.542493563,1619.6869,2231512.3,0.81579751,0.664985559,0.921191235,1250553.198,865.2201562,1058.125216,0.836285391,0.001853062,0.001507074
2.055,0.542855614,1616.6398,2228531.25,0.826210156,0.657043017,0.921191235,1248055.416,869.2222697,1063.387572,0.837352955,0.001999359,0.00158615
2.06,0.543201426,1615.46785,2229331.1,0.834507088,0.65092488,0.921191235,1247866.891,872.4558015,1068.911424,0.839182569,0.002012799,0.001566228
2.065,0.543460592,1617.0305,2230712.55,0.831807376,0.653349089,0.921191235,1248852.125,871.4061172,1067.175698,0.838629661,0.002579385,0.002019733
2.07,0.543507829,1618.7493,2230712.55,0.825248653,0.658598868,0.921191235,1249359.617,868.8573463,1062.473247,0.836906777,0.002013142,0.001602701
2.075,0.543473354,1617.8899,2230494.4,0.828133005,0.656263368,0.921191235,1249012.708,869.9752131,1064.467962,0.837611874,0.002012933,0.001591304
2.08,0.543458665,1617.73365,2230349.05,0.828464745,0.655982851,0.921191235,1248905.121,870.103597,1064.660565,0.837664447,0.002016133,0.00159251
2.085,0.543424126,1618.1243,2229985.5,0.826193037,0.657744742,0.921191235,1248876.374,869.2206886,1062.956229,0.837008688,0.002028036,0.001610596
2.09,0.543339906,1618.74935,2229331.1,0.822330671,0.660731655,0.921191235,1248808.67,867.7245246,1060.082549,0.835904572,0.002046696,0.00164041
2.095,0.543204334,1619.2181,2230421.75,0.820975222,0.661657404,0.921191235,1249529.772,867.2056114,1059.905604,0.836161718,0.001985986,0.001596724
2.1,0.543073674,1619.68685,2231585.1,0.81975367,0.66248398,0.921191235,1250281.704,866.7392795,1059.846276,0.836470692,0.001924396,0.001551559
2.105,0.543060132,1620.15565,2230240,0.816240864,0.665318481,0.921191235,1249800.529,865.3855645,1056.734729,0.835063998,0.0019817,0.001611373
2.11,0.543103243,1618.4368,2226749.95,0.818694964,0.663376796,0.921191235,1247638.727,866.3151531,1056.741395,0.834366574,0.002118737,0.00171235
2.115,0.54329808,1615.54595,2224096.15,0.827906304,0.656231361,0.921191235,1245424.592,869.8648357,1061.597913,0.835464445,0.002246965,0.001776213
2.12,0.543603211,1614.13965,2223623.55,0.83523117,0.650841624,0.921191235,1244596.616,872.71936,1065.890466,0.836629212,0.002317259,0.001800694
2.125,0.543812407,1614.60835,2223332.7,0.834417373,0.651727091,0.921191235,1244494.786,872.3999032,1064.775222,0.836002522,0.00236938,0.00184538
2.13,0.54390173,1613.2802,2221805.8,0.838576529,0.648601184,0.921191235,1243319.103,874.0249287,1066.753453,0.836300754,0.002973043,0.002291391
2.135,0.543945576,1611.4051,2219660.95,0.844013532,0.644474947,0.921191235,1241703.009,876.1594317,1069.384557,0.836712997,0.003133797,0.002384064
2.14,0.543994138,1609.92065,2217661.5,0.848117247,0.641413838,0.921191235,1240272.526,877.7770715,1071.136507,0.836833564,0.00326873,0.002462583
2.145,0.544214352,1609.2175,2215080.35,0.849269456,0.640802926,0.921191235,1238734.846,878.2253305,1070.242545,0.835797148,0.003416814,0.002567773
2.15,0.544589918,1608.35805,2213335.35,0.853676366,0.637934865,0.921191235,1237429.678,879.9733068,1071.65348,0.835547256,0.00359094,0.002672195
2.155,0.544893524,1607.4986,2214062.45,0.861527509,0.632473738,0.921191235,1237269.984,883.1194854,1076.701507,0.837027004,0.003684521,0.002693401
2.16,0.545086005,1608.27985,2215625.7,0.861853933,0.632457524,0.921191235,1238125.562,883.256133,1077.300431,0.837380034,0.00365127,0.002668121
2.165,0.545172812,1609.3737,2215989.2,0.857834942,0.635521806,0.921191235,1238620,881.6448214,1074.601557,0.836534037,0.003611724,0.002664506
2.17,0.545310404,1608.4361,2214389.65,0.861041388,0.633314974,0.921191235,1237488.922,882.925312,1075.711136,0.836406949,0.00373317,0.002733976
2.175,0.54550324,1606.3266,2213008.2,0.871211645,0.626143191,0.921191235,1235988.867,887.024889,1081.44356,0.837665755,0.003941708,0.002820162
2.18,0.545730111,1605.1546,2213335.4,0.880313354,0.619927108,0.921191235,1235538.765,890.7304533,1087.160794,0.839189572,0.004066526,0.002850528
2.185,0.545982433,1604.9202,2213335.35,0.88415188,0.61752109,0.921191235,1235275.166,892.3012789,1089.173152,0.839512221,0.00416015,0.00289198
2.19,0.546139302,1604.29515,2212826.35,0.888438978,0.614717854,0.921191235,1234697.715,894.0597743,1091.405055,0.839855587,0.004269714,0.002940118
2.195,0.5460458,1603.3576,2211990.2,0.891446544,0.612539028,0.921191235,1234025.488,895.2954238,1093.132412,0.840218631,0.004336575,0.002965362
2.2,0.546008077,1602.8107,2210536.05,0.89149848,0.61246103,0.921191235,1233205.8,895.3119339,1092.522915,0.839742666,0.004406794,0.003012584
2.205,0.546251859,1602.1857,2207809.45,0.892493372,0.612051446,0.921191235,1231608.793,895.7130127,1091.331528,0.838523193,0.004620055,0.003152011
2.21,0.546545709,1600.0762,2205373.75,0.90417119,0.604471493,0.921191235,1229472.002,900.544774,1097.028212,0.839115213,0.005028875,0.003343391
2.215,0.546774814,1598.1229,2203883.25,0.917221726,0.596120653,0.921191235,1227801.446,905.9971626,1104.077307,0.840221523,0.057658989,0.035257354
2.22,0.546977948,1597.65415,2203665.1,0.922865754,0.592695032,0.921191235,1227326.502,908.3715075,1107.089551,0.840647194,0.04495533,0.027530709
2.225,0.547260735,1598.5136,2203628.75,0.919996128,0.594851128,0.921191235,1227484.834,907.1627301,1104.707232,0.839786565,0.059162209,0.035941794
2.23,0.547418447,1598.8261,2203010.7,0.918237869,0.596161916,0.921191235,1227248.63,906.4212092,1102.979211,0.839056416,0.005707643,0.003682771
2.235,0.547485689,1598.0448,2203228.85,0.925588068,0.591500374,0.921191235,1226913.816,909.5187165,1107.537933,0.840087921,0.128017443,0.071869751
2.24,0.547707113,1598.43545,2204065,0.927675237,0.590408249,0.921191235,1227253.87,910.4034349,1108.805886,0.840351485,0.068234887,0.040451883
2.245,0.547996409,1599.76365,2206537.05,0.92751985,0.590819063,0.921191235,1228647.943,910.3457631,1109.367082,0.840813386,0.00585691,0.003707371
2.25,0.547895243,1601.7169,2210027,0.919830509,0.595648043,0.921191235,1231080.354,907.1139716,1106.527931,0.841186001,0.068675213,0.041381912
2.255,0.547513776,1603.6701,2212499.1,0.906914912,0.603710192,0.921191235,1233289.858,901.7116399,1100.374936,0.840732134,0.004866677,0.003222331
2.26,0.547276964,1604.6077,2212062.8,0.897165475,0.610006715,0.921191235,1233684.42,897.6586143,1094.397352,0.839337208,0.004670173,0.003158931
2.265,0.547105397,1603.90455,2210717.7,0.897004064,0.609925215,0.921191235,1232940.379,897.5872939,1093.971099,0.839071162,0.00471505,0.003189273
2.27,0.546845632,1603.90455,2210972.2,0.894635178,0.611249865,0.921191235,1233240.698,896.6082187,1093.091001,0.839161791,0.213923965,0.117955813
2.275,0.546645372,1605.0765,2212935.35,0.889267516,0.614714203,0.921191235,1234702.871,894.401022,1090.986637,0.839265933,0.004367956,0.003004631
2.28,0.546639668,1607.18605,2214280.45,0.87958143,0.621477045,0.921191235,1236120.115,890.4347103,1085.334974,0.838007658,0.004178115,0.002938132
2.285,0.546604328,1608.5924,2213298.9,0.869965186,0.628305979,0.921191235,1236240.039,886.5208467,1078.580997,0.83583974,0.004108693,0.002953431
2.29,0.546420533,1607.0298,2211008.6,0.872545938,0.62623698,0.921191235,1234771.526,887.5592039,1079.534811,0.835778749,0.004213473,0.003009529
2.295,0.546398157,1604.99845,2208863.75,0.879595783,0.621192334,0.921191235,1233076.642,890.4219589,1083.167918,0.836364931,0.004408068,0.003097563
2.3,0.546610344,1604.0609,2208209.4,0.885827714,0.617061687,0.921191235,1232282.725,892.9711292,1086.493338,0.83694289,0.004568165,0.003165827
2.305,0.546762399,1604.7641,2208900.1,0.884615137,0.618079406,0.921191235,1232753.049,892.4760481,1085.741745,0.836747681,0.004549111,0.003162196
2.31,0.546783771,1606.32665,2211008.65,0.879841881,0.621456859,0.921191235,1234264.401,890.5298902,1083.616339,0.836618842,0.004392692,0.003087268
2.315,0.546864275,1607.4205,2212644.55,0.877522686,0.623191039,0.921191235,1235343.708,889.5892167,1082.736228,0.83666657,0.00427205,0.003019187
2.32,0.546858498,1607.9674,2213044.45,0.87519579,0.624841326,0.921191235,1235730.203,888.6430316,1081.411994,0.836379086,0.004226398,0.003002913
2.325,0.546633313,1608.12365,2212789.95,0.871822655,0.627000583,0.921191235,1235823.27,887.2719099,1079.50574,0.835973175,0.004160797,0.002978164
2.33,0.546538684,1607.4986,2212353.75,0.873498638,0.625689222,0.921191235,1235460.667,887.9507262,1080.587463,0.836283406,0.004183596,0.002982436
2.335,0.546668935,1606.1704,2211772.05,0.880992036,0.620515184,0.921191235,1234613.95,891.0024917,1084.971687,0.837293295,0.004321452,0.003028901
2.34,0.546834855,1605.6235,2210826.85,0.884025906,0.618573338,0.921191235,1233875.152,892.2411153,1086.16067,0.837246719,0.116243854,0.071885957
2.345,0.546861718,1605.3891,2209445.4,0.883060767,0.619279826,0.921191235,1233165.382,891.8409637,1084.799349,0.836514733,0.004518735,0.003152801
2.35,0.546944422,1604.139,2207700.45,0.887835683,0.616042397,0.921191235,1231860.891,893.7942278,1086.882919,0.836602202,0.004696637,0.003241706
2.355,0.547086485,1601.87325,2206319,0.900588367,0.607476739,0.921191235,1230236.184,899.0585353,1094.127654,0.838055527,0.005025646,0.003371153
2.36,0.547244471,1600.6232,2204719.4,0.907263656,0.603181299,0.921191235,1228904.767,901.8312668,1097.26653,0.838291944,0.005293714,0.003499034
2.365,0.547437037,1600.62315,2203556.1,0.906983191,0.603580135,0.921191235,1228270.572,901.7103179,1096.124079,0.837517989,0.196251016,0.107369056
2.37,0.547819989,1599.76375,2202283.7,0.914765342,0.598863953,0.921191235,1227060.019,904.9608413,1099.630921,0.83765429,0.005765969,0.003751128
2.375,0.548177948,1598.3574,2200938.65,0.926802199,0.591472429,0.921191235,1225556.444,910.0240576,1105.741751,0.838337474,0.067256756,0.040018267
2.38,0.548305705,1597.73235,2200429.65,0.932407227,0.588053899,0.921191235,1224930.098,912.3952839,1108.687398,0.838711309,0.073456933,0.042944801
2.385,0.548482933,1597.8886,2200538.75,0.933879176,0.587316804,0.921191235,1224902.375,913.0201202,1109.288897,0.838675895,0.074886783,0.04360007
2.39,0.548793459,1598.27925,2200756.85,0.935725676,0.586489687,0.921191235,1224913.542,913.8049739,1109.903655,0.838524411,0.07616238,0.044143668
2.395,0.549099281,1597.26355,2199847.95,1.509788045,0.363692959,0.921191235,1219443.725,1139.059876,1379.869879,0.841022081,0.15903079,0.034658273
2.4,0.54931631,1596.326,2198066.6,1.550636206,0.354252215,0.921191235,1220672,1148.714229,1392.826953,0.839684049,0.16871295,0.034761372
2.405,0.549568554,1595.23215,2196830.6,1.587115215,0.346268846,0.921191235,1222237.892,1156.214491,1404.057164,0.838824981,0.176211342,0.034603062
2.41,0.549859494,1594.13835,2196976,1.625463643,0.338278556,0.921191235,1224920.612,1163.020814,1416.322797,0.838725237,0.085354887,0.016877142
2.415,0.550095914,1593.5915,2196648.8,1.642115625,0.334992193,0.921191235,1225933.014,1165.645961,1420.99167,0.838457251,0.084818467,0.016453161
2.42,0.550176915,1593.59145,2194976.5,1.63455955,0.336590315,0.921191235,1224457.13,1164.47385,1417.221229,0.83759036,0.085209368,0.016677036
2.425,0.550332434,1592.18515,2192140.85,1.648875583,0.333762256,0.921191235,1223919.847,1166.643995,1419.668947,0.836481488,0.085538716,0.016460655
2.43,0.550648366,1589.84125,2189959.65,1.684998332,0.326794606,0.921191235,1225426.011,1171.518475,1429.007879,0.835879101,0.086741285,0.015999295
2.435,0.550844846,1589.52875,2190177.75,1.695771036,0.324834447,0.921191235,1226382.38,1172.810991,1432.028602,0.835925669,0.087073114,0.015864733
2.44,0.550901429,1590.85695,2191995.5,1.686131659,0.326725037,0.921191235,1226648.334,1171.664512,1430.03727,0.836297627,0.086660985,0.015971588
2.445,0.550981673,1593.0446,2193340.6,1.660162716,0.331884139,0.921191235,1225423.763,1168.265913,1422.423071,0.836146586,0.085861916,0.016320622
2.45,0.551135757,1593.12275,2192904.3,1.660964671,0.331816665,0.921191235,1225240.849,1168.376326,1422.000623,0.835761351,0.085959657,0.016327465
2.455,0.551276532,1592.4977,2191159.3,1.66610172,0.330878076,0.921191235,1224654.807,1169.076475,1422.154091,0.834980681,0.086343678,0.016302494
2.46,0.55136739,1592.18515,2190941.2,1.672599804,0.329646929,0.921191235,1225024.637,1169.943109,1423.853034,0.834890574,0.086564132,0.016221115
2.465,0.55160089,1593.1227,2191704.6,1.667891304,0.330717528,0.921191235,1225093.376,1169.319793,1422.243914,0.834732339,0.024568736,0.004800888
2.47,0.551968386,1592.65395,2190614,1.679862915,0.328579422,0.921191235,1225396.244,1170.878827,1424.394631,0.834012705,0.087004615,0.016180005
2.475,0.552187664,1591.48195,2188323.65,1.69216095,0.326321006,0.921191235,1225067.554,1172.380025,1426.208142,0.83309765,0.087618453,0.016064767
2.48,0.552198892,1590.5444,2186978.5,1.699787065,0.324863569,0.921191235,1224910.949,1173.262968,1427.681724,0.832762092,0.087931546,0.015978888
2.485,0.552349047,1590.1537,2187269.35,1.710240257,0.322965761,0.921191235,1225893.934,1174.422085,1430.722481,0.832929459,0.021251405,0.00396391
2.49,0.552518972,1591.01315,2187887.35,1.705091146,0.324040726,0.921191235,1225833.626,1173.862127,1429.094237,0.832766132,0.024561172,0.004601399
2.495,0.55247513,1591.8726,2189159.75,1.697602964,0.325444254,0.921191235,1225957.354,1173.019948,1427.710739,0.833118564,0.022162966,0.004194065
2.5,0.55233158,1593.35705,2190468.5,1.67790742,0.329178817,0.921191235,1225165.559,1170.62952,1422.744721,0.833366068,0.087098864,0.016244192
2.505,0.552240801,1593.904,2190941.1,1.669115437,0.330858363,0.921191235,1224760.628,1169.481501,1420.491498,0.833499168,0.086806411,0.016356438
2.51,0.552172182,1593.4352,2188541.75,1.662177092,0.332198166,0.921191235,1222902.878,1168.531198,1416.896321,0.832556445,0.086908888,0.01650632
2.515,0.552065174,1591.63815,2187305.75,1.681687257,0.328280524,0.921191235,1223692.28,1171.098044,1422.570039,0.832648864,0.087412706,0.016220615
2.52,0.552155554,1591.9507,2188978,1.687488123,0.327205594,0.921191235,1225070.764,1171.820311,1425.251586,0.833282354,0.087427248,0.016117211
2.525,0.552453596,1592.9664,2189705.1,1.683397323,0.32817778,0.921191235,1225160.907,1171.319388,1423.66853,0.833014177,0.087358433,0.016190317
2.53,0.552677895,1592.41945,2187196.7,1.685302963,0.327939787,0.921191235,1223909.224,1171.546957,1422.059768,0.831766835,0.087732084,0.016226888
2.535,0.552779531,1589.76305,2184106.6,1.71172766,0.322936612,0.921191235,1224245.384,1174.57017,1427.99894,0.831120751,0.088624709,0.015896979
2.54,0.55296997,1587.8879,2183197.75,1.736858754,0.318373597,0.921191235,1225737.285,1177.060436,1434.567724,0.831263817,0.014241382,0.002589275
2.545,0.55324962,1587.34095,2183270.5,1.749867048,0.31616666,0.921191235,1226824.623,1178.208764,1437.795725,0.831320797,0.011970484,0.002148137
2.55,0.553419624,1588.04415,2183815.8,1.746968082,0.316788629,0.921191235,1226895.963,1177.963274,1436.845975,0.83116958,0.012481093,0.002247219
2.555,0.55350493,1588.74725,2184143,1.741375585,0.317854996,0.921191235,1226628.711,1177.473531,1435.161899,0.830971673,0.01358039,0.00245966
2.56,0.553515409,1588.5129,2183888.55,1.743489531,0.317475614,0.921191235,1226656.447,1177.660202,1435.602487,0.830931938,0.013215804,0.002388389
2.565,0.553516753,1587.49725,2181889.1,1.7480603,0.316646258,0.921191235,1225905.811,1178.049457,1435.652939,0.830330438,0.012887052,0.002317296
2.57,0.553518737,1585.77835,2180544.05,1.763472194,0.313880048,0.921191235,1226397.958,1179.298279,1439.34023,0.830385922,0.010655737,0.001885221
2.575,0.55360888,1585.3096,2182434.45,1.777708695,0.311417096,0.921191235,1228612.412,1180.352365,1444.539657,0.831536643,0.008414469,0.001467093
2.58,0.553609942,1587.49725,2185415.45,1.763645397,0.313900937,0.921191235,1229140.834,1179.331903,1442.369363,0.83210683,0.009609216,0.00170102
2.585,0.55341812,1589.763,2185960.8,1.734104285,0.319137738,0.921191235,1227061.457,1176.815641,1434.387661,0.831549232,0.014544867,0.002654515
2.59,0.553369134,1589.05985,2184870.2,1.73749346,0.318487031,0.921191235,1226723.51,1177.125125,1434.822597,0.831320683,0.014052791,0.002555246
2.595,0.553438179,1588.0442,2184070.4,1.74836523,0.316546091,0.921191235,1227151.116,1178.084235,1437.383458,0.831287898,0.012209647,0.002195258
2.6,0.553380331,1586.16905,2183161.6,1.766072224,0.313339581,0.921191235,1228075.086,1179.508209,1442.196771,0.831689394,0.009606484,0.001695178
2.605,0.553304039,1585.46595,2181961.9,1.768219744,0.312915881,0.921191235,1227577.091,1179.664855,1442.236247,0.831432128,0.00950277,0.001672684
2.61,0.553518784,1584.3721,2181016.65,1.781369439,0.310726552,0.921191235,1228114.812,1180.598231,1444.905173,0.831285277,0.00817935,0.001420213
2.615,0.55380286,1583.122,2180216.85,1.797586451,0.30808135,0.921191235,1228983.45,1181.62999,1448.332169,0.831260897,0.006715925,0.001146732
2.62,0.553949916,1582.3407,2178762.65,1.803573453,0.307140203,0.921191235,1228652.691,1181.972918,1448.700887,0.830760869,0.006453116,0.001095018
2.625,0.553988393,1581.5594,2176908.65,1.806161806,0.306721353,0.921191235,1227821.072,1182.110109,1448.107805,0.830118563,0.006526021,0.001104255
2.63,0.554276807,1580.7781,2176508.75,1.818082553,0.304868888,0.921191235,1228560.288,1182.73903,1450.477542,0.830105424,0.005628463,0.000940907
2.635,0.554573909,1581.325,2177672.05,1.821517352,0.30445711,0.921191235,1229491.518,1182.914278,1451.446527,0.830272422,0.005324625,0.000887389
2.64,0.554551022,1582.80945,2178508.2,1.808502532,0.306635469,0.921191235,1228909.232,1182.24668,1448.369598,0.829993885,0.00638036,0.001078
2.645,0.554521944,1583.5907,2178980.8,1.801313656,0.30784308,0.921191235,1228591.929,1181.844006,1446.703991,0.829882794,0.007011262,0.001193573
2.65,0.554614571,1584.68455,2179889.65,1.794393506,0.309081909,0.921191235,1228540.499,1181.434959,1445.076271,0.829777196,0.007652943,0.001312611
2.655,0.554496079,1584.372,2180507.7,1.797780915,0.308433622,0.921191235,1229162.529,1181.642941,1446.770408,0.830340907,0.007097617,0.001212904
2.66,0.554255656,1584.9971,2180362.3,1.785972468,0.310338298,0.921191235,1228121.723,1180.902542,1443.889238,0.830126609,0.008281643,0.001432412
2.665,0.554360293,1585.2315,2179744.25,1.783107799,0.310895557,0.921191235,1227542.372,1180.709924,1442.37573,0.829613428,0.008818263,0.001529951
2.67,0.554617739,1583.82515,2178835.4,1.800031332,0.308115603,0.921191235,1228406.258,1181.76853,1445.989869,0.829625705,0.007229439,0.00123253
2.675,0.554753902,1582.4969,2177235.75,1.811038727,0.306318078,0.921191235,1228399.61,1182.377708,1447.716116,0.829327296,0.006466831,0.001089904
2.68,0.554763258,1580.8562,2175054.55,1.820855249,0.304671806,0.921191235,1227966.356,1182.869375,1449.020383,0.828961643,0.00589537,0.00098325
2.685,0.554974286,1578.90295,2172582.45,1.836062768,0.302263243,0.921191235,1227796.934,1183.549294,1451.083825,0.82848244,0.005065166,0.000831563
2.69,0.555377219,1576.79345,2169455.95,1.853393218,0.299654285,0.921191235,1227414.442,1184.200932,1452.734096,0.82763065,0.004170616,0.000672786
2.695,0.555736693,1574.0589,2165965.95,1.874239544,0.296513162,0.921191235,1227079.044,1184.825072,1455.131019,0.826972044,0.003296935,0.000520674
2.7,0.556149876,1571.6368,2163639.25,1.895459811,0.293411589,0.921191235,1228013.019,1184.79335,1458.167638,0.826782926,0.002425576,0.000374992
2.705,0.556678611,1571.71495,2163566.55,1.902466683,0.292608862,0.921191235,1228501.847,1184.917539,1458.589055,0.82642129,0.002153031,0.000330772
2.71,0.556999895,1571.7149,2163966.45,1.908404296,0.291866821,0.921191235,1229173.291,1185.012801,1459.58176,0.826486335,0.00198816,0.000303748
2.715,0.556918711,1572.1837,2163566.55,1.901846933,0.29283046,0.921191235,1228455.171,1184.907175,1457.796551,0.826024714,0.002249512,0.000345952
2.72,0.556817519,1572.57435,2162839.5,1.894667758,0.293886628,0.921191235,1227500.759,1184.773733,1455.67074,0.825437329,0.002775417,0.000429872
2.725,0.55697133,1571.5587,2162476,1.905015738,0.292370986,0.921191235,1228076.586,1184.952607,1457.759713,0.825738941,0.002217348,0.00033991
2.73,0.557227922,1570.3086,2161967,1.918360115,0.290470969,0.921191235,1228779.58,1185.13197,1460.242067,0.826056711,0.001878386,0.00028414
2.735,0.55735758,1569.76175,2161458.05,1.923557101,0.289753592,0.921191235,1228871.862,1185.185142,1460.911175,0.826027533,0.127640325,0.018030562
2.74,0.557432913,1568.74605,2161603.5,1.933849904,0.288250351,0.921191235,1229697.996,1185.273888,1463.476349,0.82669278,0.001810242,0.000269574
2.745,0.55762169,1568.19915,2160767.3,1.938864286,0.287602229,0.921191235,1229581.491,1185.300843,1463.705249,0.826453731,0.132109164,0.018346392
2.75,0.557800832,1567.2616,2158258.85,1.942347012,0.287178773,0.921191235,1228405.601,1185.303818,1462.428739,0.825486065,0.151805289,0.020817615
