,0.5,0.6,0.7,0.8,0.9,1.0,1.1,1.2,1.3,1.4,1.5,1.6,1.7,1.8,1.9,2.0
0.5,0.6938,0.6893,0.6854,0.682,0.679,0.6763,0.6738,0.6715,0.6694,0.6675,0.6657,0.664,0.6624,0.6608,0.6594,0.658
0.6,0.6926,0.6889,0.6856,0.6827,0.6801,0.6776,0.6754,0.6734,0.6715,0.6697,0.6681,0.6665,0.665,0.6636,0.6623,0.661
0.7,0.6841,0.6816,0.6793,0.6772,0.6752,0.6734,0.6717,0.6701,0.6685,0.6671,0.6657,0.6644,0.6632,0.662,0.6609,0.6598
0.8,0.6687,0.6679,0.6669,0.6659,0.6648,0.6638,0.6627,0.6617,0.6607,0.6597,0.6588,0.6579,0.657,0.6561,0.6553,0.6545
0.9,0.647,0.6481,0.6487,0.6489,0.6489,0.6488,0.6486,0.6483,0.648,0.6476,0.6473,0.6468,0.6464,0.646,0.6455,0.6451
1.0,0.6198,0.6228,0.625,0.6267,0.6279,0.6289,0.6296,0.6302,0.6306,0.6309,0.6312,0.6314,0.6315,0.6315,0.6316,0.6316
1.1,0.5891,0.5937,0.5974,0.6004,0.6028,0.6048,0.6064,0.6079,0.6091,0.6101,0.6111,0.6119,0.6126,0.6132,0.6137,0.6142
1.2,0.5591,0.5645,0.569,0.5728,0.576,0.5788,0.5812,0.5833,0.5852,0.5868,0.5883,0.5897,0.5909,0.592,0.593,0.5939
1.3,0.5348,0.5399,0.5443,0.5481,0.5515,0.5545,0.5572,0.5596,0.5618,0.5638,0.5656,0.5673,0.5688,0.5703,0.5716,0.5729
1.4,0.5189,0.5229,0.5264,0.5296,0.5326,0.5353,0.5377,0.54,0.5421,0.5441,0.5459,0.5477,0.5493,0.5508,0.5522,0.5536
1.5,0.5024,0.5051,0.5078,0.5104,0.5129,0.5154,0.5177,0.5198,0.5219,0.5239,0.5257,0.5275,0.5291,0.5307,0.5322,0.5337
1.6,0.5035,0.5037,0.5039,0.5041,0.5043,0.5044,0.5046,0.5048,0.505,0.5052,0.5054,0.5056,0.5058,0.506,0.5062,0.5065
1.7,0.5092,0.5098,0.5103,0.5107,0.511,0.5112,0.5115,0.5117,0.5119,0.512,0.5122,0.5123,0.5125,0.5126,0.5127,0.5128
1.8,0.5079,0.5094,0.5107,0.5117,0.5126,0.5133,0.5139,0.5144,0.5149,0.5154,0.5157,0.5161,0.5164,0.5167,0.517,0.5172
1.9,0.4959,0.4992,0.5018,0.5039,0.5056,0.5071,0.5085,0.5096,0.5107,0.5116,0.5124,0.5132,0.5139,0.5145,0.5151,0.5157
2.0,0.4737,0.4788,0.483,0.4864,0.4893,0.4919,0.4941,0.4961,0.4978,0.4994,0.5009,0.5022,0.5034,0.5045,0.5055,0.5065
2.1,0.4455,0.4521,0.4576,0.4622,0.4662,0.4697,0.4728,0.4755,0.478,0.4802,0.4823,0.4842,0.486,0.4876,0.4891,0.4905
2.2,0.4177,0.4251,0.4312,0.4365,0.4411,0.4451,0.4488,0.4521,0.4551,0.4578,0.4603,0.4627,0.4648,0.4669,0.4688,0.4706
2.3,0.3952,0.4024,0.4085,0.4139,0.4186,0.4228,0.4267,0.4301,0.4333,0.4363,0.439,0.4416,0.444,0.4462,0.4484,0.4504
2.4,0.3801,0.3866,0.3923,0.3973,0.4018,0.4059,0.4096,0.413,0.4161,0.419,0.4217,0.4243,0.4267,0.429,0.4311,0.4332
2.5,0.3729,0.3786,0.3836,0.388,0.392,0.3957,0.399,0.4021,0.405,0.4077,0.4103,0.4126,0.4149,0.417,0.4191,0.421
2.6,0.3728,0.3776,0.3819,0.3857,0.3891,0.3923,0.3952,0.398,0.4005,0.4029,0.4051,0.4073,0.4093,0.4112,0.4131,0.4148
2.7,0.3786,0.3826,0.3862,0.3894,0.3923,0.395,0.3975,0.3998,0.402,0.4041,0.406,0.4079,0.4096,0.4113,0.4129,0.4144
2.8,0.3883,0.3917,0.3948,0.3975,0.4,0.4023,0.4045,0.4064,0.4083,0.4101,0.4118,0.4134,0.4149,0.4163,0.4177,0.419
2.9,0.4,0.4031,0.4058,0.4083,0.4105,0.4125,0.4144,0.4162,0.4178,0.4194,0.4208,0.4222,0.4236,0.4248,0.4261,0.4272
3.0,0.4121,0.4151,0.4176,0.4199,0.422,0.4239,0.4256,0.4272,0.4288,0.4302,0.4315,0.4328,0.434,0.4352,0.4363,0.4374
3.1,0.4234,0.4263,0.4289,0.4311,0.4331,0.435,0.4367,0.4382,0.4397,0.4411,0.4424,0.4436,0.4448,0.4459,0.447,0.448
3.2,0.4333,0.4362,0.4388,0.4411,0.4431,0.445,0.4467,0.4482,0.4497,0.4511,0.4524,0.4536,0.4548,0.4559,0.4569,0.4579
3.3,0.4415,0.4445,0.4471,0.4494,0.4515,0.4534,0.4552,0.4568,0.4583,0.4597,0.461,0.4622,0.4634,0.4645,0.4656,0.4666
3.4,0.4481,0.4512,0.4539,0.4563,0.4584,0.4603,0.4621,0.4637,0.4653,0.4667,0.468,0.4693,0.4705,0.4716,0.4727,0.4737
3.5,0.4533,0.4565,0.4593,0.4617,0.4639,0.4658,0.4677,0.4693,0.4709,0.4723,0.4737,0.475,0.4762,0.4773,0.4784,0.4795
3.6,0.4575,0.4608,0.4635,0.466,0.4682,0.4702,0.472,0.4737,0.4753,0.4768,0.4781,0.4794,0.4807,0.4818,0.483,0.484
3.7,0.4609,0.4641,0.4669,0.4694,0.4716,0.4736,0.4755,0.4772,0.4788,0.4803,0.4817,0.483,0.4842,0.4854,0.4865,0.4876
3.8,0.4636,0.4669,0.4697,0.4722,0.4744,0.4764,0.4783,0.48,0.4816,0.4831,0.4845,0.4858,0.487,0.4882,0.4893,0.4904
3.9,0.4658,0.4691,0.4719,0.4744,0.4767,0.4787,0.4805,0.4823,0.4839,0.4853,0.4867,0.4881,0.4893,0.4905,0.4916,0.4927
4.0,0.4678,0.471,0.4739,0.4763,0.4786,0.4806,0.4825,0.4842,0.4858,0.4873,0.4887,0.49,0.4912,0.4924,0.4935,0.4946
4.1,0.4694,0.4727,0.4755,0.478,0.4803,0.4823,0.4841,0.4858,0.4874,0.4889,0.4903,0.4916,0.4929,0.494,0.4952,0.4962
4.2,0.4709,0.4742,0.477,0.4795,0.4818,0.4838,0.4856,0.4873,0.4889,0.4904,0.4918,0.4931,0.4943,0.4955,0.4966,0.4977
4.3,0.4723,0.4756,0.4784,0.4809,0.4832,0.4852,0.487,0.4887,0.4903,0.4918,0.4932,0.4945,0.4957,0.4969,0.498,0.499
4.4,0.4737,0.4769,0.4798,0.4822,0.4845,0.4865,0.4883,0.49,0.4916,0.4931,0.4945,0.4958,0.497,0.4982,0.4993,0.5003
4.5,0.4749,0.4782,0.481,0.4835,0.4857,0.4878,0.4896,0.4913,0.4929,0.4943,0.4957,0.497,0.4982,0.4994,0.5005,0.5016
4.6,0.4762,0.4794,0.4823,0.4848,0.487,0.489,0.4909,0.4926,0.4941,0.4956,0.497,0.4983,0.4995,0.5006,0.5017,0.5028
4.7,0.4774,0.4807,0.4835,0.486,0.4882,0.4903,0.4921,0.4938,0.4954,0.4968,0.4982,0.4995,0.5007,0.5019,0.503,0.504
4.8,0.4786,0.4819,0.4847,0.4872,0.4895,0.4915,0.4933,0.495,0.4966,0.4981,0.4994,0.5007,0.502,0.5031,0.5042,0.5053
4.9,0.4798,0.4831,0.486,0.4885,0.4907,0.4927,0.4946,0.4963,0.4979,0.4993,0.5007,0.502,0.5032,0.5044,0.5055,0.5065
5.0,0.481,0.4843,0.4872,0.4897,0.492,0.494,0.4958,0.4975,0.4991,0.5006,0.5019,0.5032,0.5045,0.5056,0.5067,0.5078
5.1,0.4822,0.4856,0.4884,0.491,0.4932,0.4952,0.4971,0.4988,0.5004,0.5018,0.5032,0.5045,0.5057,0.5069,0.508,0.509
5.2,0.4835,0.4868,0.4897,0.4922,0.4945,0.4965,0.4984,0.5001,0.5016,0.5031,0.5045,0.5058,0.507,0.5082,0.5093,0.5103
5.3,0.4847,0.4881,0.4909,0.4935,0.4957,0.4978,0.4996,0.5014,0.5029,0.5044,0.5058,0.5071,0.5083,0.5095,0.5106,0.5116
5.4,0.4859,0.4893,0.4922,0.4948,0.497,0.4991,0.5009,0.5027,0.5042,0.5057,0.5071,0.5084,0.5096,0.5108,0.5119,0.5129
5.5,0.4872,0.4906,0.4935,0.496,0.4983,0.5004,0.5022,0.504,0.5056,0.507,0.5084,0.5097,0.511,0.5121,0.5132,0.5143
5.6,0.4884,0.4918,0.4948,0.4973,0.4996,0.5017,0.5036,0.5053,0.5069,0.5084,0.5098,0.5111,0.5123,0.5135,0.5146,0.5156
5.7,0.4897,0.4931,0.4961,0.4986,0.5009,0.503,0.5049,0.5066,0.5082,0.5097,0.5111,0.5124,0.5136,0.5148,0.5159,0.517
5.8,0.491,0.4944,0.4974,0.4999,0.5023,0.5043,0.5062,0.508,0.5096,0.5111,0.5125,0.5138,0.515,0.5162,0.5173,0.5183
5.9,0.4922,0.4957,0.4987,0.5013,0.5036,0.5057,0.5076,0.5093,0.5109,0.5124,0.5138,0.5151,0.5164,0.5176,0.5187,0.5197
6.0,0.4935,0.497,0.5,0.5026,0.5049,0.507,0.5089,0.5107,0.5123,0.5138,0.5152,0.5165,0.5178,0.5189,0.5201,0.5211
6.1,0.4948,0.4983,0.5013,0.5039,0.5063,0.5084,0.5103,0.512,0.5137,0.5152,0.5166,0.5179,0.5192,0.5203,0.5215,0.5225
6.2,0.4961,0.4996,0.5026,0.5053,0.5076,0.5097,0.5117,0.5134,0.5151,0.5166,0.518,0.5193,0.5206,0.5217,0.5229,0.5239
6.3,0.4974,0.5009,0.504,0.5066,0.509,0.5111,0.513,0.5148,0.5164,0.518,0.5194,0.5207,0.522,0.5232,0.5243,0.5254
6.4,0.4987,0.5023,0.5053,0.508,0.5104,0.5125,0.5144,0.5162,0.5179,0.5194,0.5208,0.5221,0.5234,0.5246,0.5257,0.5268
6.5,0.5,0.5036,0.5067,0.5094,0.5117,0.5139,0.5158,0.5176,0.5193,0.5208,0.5222,0.5236,0.5248,0.526,0.5272,0.5282
6.6,0.5014,0.505,0.508,0.5107,0.5131,0.5153,0.5172,0.519,0.5207,0.5222,0.5237,0.525,0.5263,0.5275,0.5286,0.5297
6.7,0.5027,0.5063,0.5094,0.5121,0.5145,0.5167,0.5186,0.5205,0.5221,0.5237,0.5251,0.5265,0.5277,0.5289,0.5301,0.5312
6.8,0.504,0.5077,0.5108,0.5135,0.5159,0.5181,0.5201,0.5219,0.5236,0.5251,0.5266,0.5279,0.5292,0.5304,0.5316,0.5327
6.9,0.5054,0.509,0.5122,0.5149,0.5173,0.5195,0.5215,0.5233,0.525,0.5266,0.528,0.5294,0.5307,0.5319,0.5331,0.5341
7.0,0.5067,0.5104,0.5136,0.5163,0.5188,0.521,0.5229,0.5248,0.5265,0.528,0.5295,0.5309,0.5322,0.5334,0.5346,0.5357
7.1,0.5081,0.5118,0.515,0.5177,0.5202,0.5224,0.5244,0.5262,0.5279,0.5295,0.531,0.5324,0.5337,0.5349,0.5361,0.5372
7.2,0.5095,0.5132,0.5164,0.5192,0.5216,0.5238,0.5259,0.5277,0.5294,0.531,0.5325,0.5339,0.5352,0.5364,0.5376,0.5387
7.3,0.5108,0.5146,0.5178,0.5206,0.5231,0.5253,0.5273,0.5292,0.5309,0.5325,0.534,0.5354,0.5367,0.5379,0.5391,0.5402
7.4,0.5122,0.516,0.5192,0.522,0.5245,0.5268,0.5288,0.5307,0.5324,0.534,0.5355,0.5369,0.5382,0.5395,0.5407,0.5418
7.5,0.5136,0.5174,0.5207,0.5235,0.526,0.5283,0.5303,0.5322,0.5339,0.5355,0.537,0.5384,0.5398,0.541,0.5422,0.5433
7.6,0.515,0.5188,0.5221,0.525,0.5275,0.5298,0.5318,0.5337,0.5354,0.5371,0.5386,0.54,0.5413,0.5426,0.5438,0.5449
7.7,0.5164,0.5203,0.5236,0.5264,0.529,0.5313,0.5333,0.5352,0.537,0.5386,0.5401,0.5415,0.5429,0.5441,0.5453,0.5465
7.8,0.5179,0.5217,0.525,0.5279,0.5305,0.5328,0.5349,0.5368,0.5385,0.5402,0.5417,0.5431,0.5445,0.5457,0.5469,0.5481
7.9,0.5193,0.5232,0.5265,0.5294,0.532,0.5343,0.5364,0.5383,0.5401,0.5417,0.5433,0.5447,0.546,0.5473,0.5485,0.5497
8.0,0.5207,0.5247,0.528,0.5309,0.5335,0.5358,0.5379,0.5399,0.5417,0.5433,0.5448,0.5463,0.5476,0.5489,0.5501,0.5513
8.1,0.5222,0.5261,0.5295,0.5324,0.535,0.5374,0.5395,0.5414,0.5432,0.5449,0.5464,0.5479,0.5493,0.5505,0.5518,0.5529
8.2,0.5237,0.5276,0.531,0.534,0.5366,0.5389,0.5411,0.543,0.5448,0.5465,0.5481,0.5495,0.5509,0.5522,0.5534,0.5546
8.3,0.5251,0.5291,0.5325,0.5355,0.5381,0.5405,0.5426,0.5446,0.5464,0.5481,0.5497,0.5511,0.5525,0.5538,0.5551,0.5562
8.4,0.5266,0.5306,0.5341,0.5371,0.5397,0.5421,0.5442,0.5462,0.548,0.5497,0.5513,0.5528,0.5542,0.5555,0.5567,0.5579
8.5,0.5281,0.5322,0.5356,0.5386,0.5413,0.5437,0.5458,0.5478,0.5497,0.5514,0.5529,0.5544,0.5558,0.5571,0.5584,0.5596
8.6,0.5296,0.5337,0.5372,0.5402,0.5429,0.5453,0.5475,0.5495,0.5513,0.553,0.5546,0.5561,0.5575,0.5588,0.5601,0.5613
8.7,0.5312,0.5353,0.5387,0.5418,0.5445,0.5469,0.5491,0.5511,0.553,0.5547,0.5563,0.5578,0.5592,0.5605,0.5618,0.563
8.8,0.5327,0.5368,0.5403,0.5434,0.5461,0.5485,0.5507,0.5528,0.5546,0.5563,0.5579,0.5595,0.5609,0.5622,0.5635,0.5647
8.9,0.5342,0.5384,0.5419,0.545,0.5477,0.5502,0.5524,0.5544,0.5563,0.558,0.5596,0.5611,0.5626,0.5639,0.5652,0.5664
9.0,0.5358,0.54,0.5435,0.5466,0.5494,0.5518,0.554,0.5561,0.558,0.5597,0.5613,0.5629,0.5643,0.5656,0.5669,0.5681
9.1,0.5373,0.5416,0.5451,0.5482,0.551,0.5535,0.5557,0.5578,0.5597,0.5614,0.563,0.5646,0.566,0.5674,0.5686,0.5699
