t,mox,F,Pc,of,mf,eta,gamma,cstr_th,cstr_ex
0.0,0.000613482776,0,100847.0,0.2595693889856424,0.002363463497746776,0.8935410393086458,1.2058960566152679,1144.592131042378,1022.7400119460198
0.005,0.000817563653,0,105528.0,0.40057444505851736,0.002040978058099955,0.8935410393086458,1.2601280017640386,1247.331614639019,1114.541987330513
0.01,0.000979420857,0,107491.0,0.5987668789128088,0.0016357298499515389,0.8935410393086458,1.286186387950271,1388.7821887021405,1240.9338802663522
0.015,0.001158871443,0,111115.0,1.099030517735182,0.0010544488294903173,0.8935410393086458,1.1526656499005299,1696.2395500778725,1515.6596504930624
0.02,0.00135943372,0,114437.0,1.472875987568686,0.0009229790773112214,0.8935410393086458,1.1229127502784566,1694.0687328601746,1513.7199362201513
0.025,0.00148962305,0,115192.0,1.7526349924645337,0.0008499334181986806,0.8935410393086458,1.1180427107177868,1663.594757951858,1486.490188984152
0.03,0.001683147936,0,116853.0,2.2070208198867034,0.0007626334653636859,0.8935410393086458,1.115077625181421,1614.287875568103,1442.432466064132
0.035,0.001785188183,0,115494.0,2.593699935705059,0.0006882786086489696,0.8935410393086458,1.1140088490139826,1577.6552076308144,1409.6996738970981
0.04,0.0019259335980000001,0,117608.0,2.9852297741233995,0.0006451542238706039,0.8935410393086458,1.113608650492657,1545.534520302618,1380.9985215585757
0.045,0.0020807537959999997,0,124554.0,3.139797004475477,0.0006627032871978941,0.8935410393086458,1.1135933163840437,1533.9749406076223,1370.669562701028
0.05,0.002217980516,0,133010.0,3.125253699769963,0.0007096961492000654,0.8935410393086458,1.1135963493606404,1535.040854890411,1371.622000857912
0.055,0.0023411329350000003,0,138748.0,3.2212628770719407,0.0007267748781583577,0.8935410393086458,1.1136181634093112,1528.0697647522097,1365.393045713867
0.06,0.002404468012,0,143731.0,3.151010068217622,0.0007630784922753656,0.8935410393086458,1.1135913802745465,1533.1554949719357,1369.9373543952233
0.065,0.002524101736,0,152942.0,3.0441607896423895,0.0008291617658923059,0.8935410393086458,1.1135942389276532,1541.053937865106,1376.9949372704318
0.07,0.002601511594,0,155811.0,3.1354526382904875,0.0008297084644909187,0.8935410393086458,1.1135942012194247,1534.29298447781,1370.9537479516157
0.075,0.002759850487,0,163663.0,3.2162180751147162,0.0008581042773045051,0.8935410393086458,1.1136131166873946,1528.4320347302923,1365.7167488088733
0.08,0.002795036962,0,168948.0,3.062928706088001,0.0009125373882991373,0.8935410393086458,1.113596733106418,1539.6497734837208,1375.7402587695274
0.085,0.0028478164319999996,0,175894.0,2.901926125009818,0.0009813538695752858,0.8935410393086458,1.1136977950289593,1552.0478259114595,1386.8184273805982
0.09,0.0029252262910000005,0,181632.0,2.8642913208050853,0.0010212740127906361,0.8935410393086458,1.113737878408437,1555.0307483399813,1389.4837910254375
0.095,0.0030202296270000002,0,188125.0,2.8420589240432954,0.001062690713922014,0.8935410393086458,1.1137595572825427,1556.8055191403498,1391.0696215738922
0.1,0.003129307264,0,195222.0,2.831237251907258,0.0011052790655011152,0.8935410393086458,1.1137698925749087,1557.6738280228105,1391.8454911953554
0.105,0.003153937652,0,201564.0,2.671013187556048,0.0011808019768280603,0.8935410393086458,1.1139601468676732,1571.1176530838768,1403.8581009517247
0.11,0.0032102358180000003,0,208208.0,2.5817035140536784,0.0012434564234525241,0.8935410393086458,1.11421372525718,1579.5594120710095,1411.4011587116045
0.115,0.003287645677,0,214399.0,2.5510900473930285,0.0012887219251079207,0.8935410393086458,1.1144061371661151,1582.9259885018423,1414.4093329144036
0.12,0.003365055535,0,220439.0,2.5265681138993656,0.0013318681243889203,0.8935410393086458,1.1145884424608987,1585.7462284052467,1416.9293330086691
0.125,0.003396723314,0,226026.0,2.438273378844443,0.0013930855102104217,0.8935410393086458,1.114936879317188,1594.4062056257433,1424.6673780536203
0.13,0.003435428483,0,231462.0,2.3714916731525104,0.0014486361145148612,0.8935410393086458,1.1152143644330752,1601.2423152614447,1430.775722557285
0.135,0.003467096262,0,234784.0,2.3453680119290614,0.001478273876153158,0.8935410393086458,1.1153386481585448,1604.088966980008,1433.3193226897693
0.14,0.003562099117,0,239918.00000000003,2.375900463249942,0.0014992627730403666,0.8935410393086458,1.1153616418265229,1601.6005088877139,1431.0957832613808
0.145,0.003586729505,0,243089.0,2.3434552066589327,0.0015305304299430605,0.8935410393086458,1.115495241796603,1605.0426812823648,1434.1715055568786
0.15,0.003604322982,0,246864.0,2.2896320519152855,0.0015741931018938046,0.8935410393086458,1.1157284583553666,1610.6871305357602,1439.2150526078754
0.155,0.0037063632280000002,0,250488.00000000003,2.3607138828684704,0.0015700179741801028,0.8935410393086458,1.1155865769493192,1604.019032722505,1433.2568335586748
0.16,0.003688770232,0,254716.0,2.250292103365661,0.0016392406241318058,0.8935410393086458,1.116036207050946,1615.2876827725852,1443.3258348320355
0.165,0.0037134006189999996,0,256226.0,2.254462850183355,0.0016471332045671055,0.8935410393086458,1.1160450469274166,1615.005153674113,1443.0733834878592
0.17,0.0037239567060000003,0,257434.0,2.2453897137695167,0.0016584901423407226,0.8935410393086458,1.1161069204869645,1616.0132278364304,1443.9741391215878
0.175,0.0038295156480000004,0,262870.0,2.28270871609,0.0016776190588869747,0.8935410393086458,1.1160424503401105,1612.7761111118152,1441.0816424801867
0.18,0.0038330343430000003,0,263474.0,2.275818950036885,0.00168424396981925,0.8935410393086458,1.1160814999439224,1613.509880773386,1441.737295785956
0.185,0.003882295118,0,267551.0,2.263722102987448,0.0017150051735045177,0.8935410393086458,1.116204507098936,1615.052810301461,1443.1159666388382
0.19,0.0038717390319999998,0,268306.0,2.235985833859445,0.0017315579434227216,0.8935410393086458,1.1163399408583932,1617.8769975309312,1445.6394938283715
0.195,0.003952667586,0,271175.0,2.287734744081688,0.0017277648102453534,0.8935410393086458,1.1161668774908537,1612.9726730933746,1441.257278676008
0.2,0.003931555894,0,270571.0,2.2715616681616666,0.0017307722476148913,0.8935410393086458,1.1162230146739023,1614.5257253009154,1442.6449945593745
0.205,0.003949149371000001,0,271779.0,2.271928387559206,0.0017382367299185334,0.8935410393086458,1.1162422444981548,1614.5888181892792,1442.7013706441774
0.21,0.003973779759,0,271477.0,2.3096119143797633,0.0017205400328336728,0.8935410393086458,1.1160917510049126,1610.8308718521696,1439.3434913685146
0.215,0.004023040534,0,273138.0,2.3426830700595067,0.001717279040180971,0.8935410393086458,1.1160206141790923,1607.6992546739555,1436.5452628992948
0.22,0.004040633531,0,274044.0,2.3485028799253302,0.0017205146161577076,0.8935410393086458,1.1160203144540213,1607.2003235532636,1436.0994474674096
0.225,0.004037114834999999,0,273742.0,2.3496516787044253,0.00171817587755221,0.8935410393086458,1.1160122938454913,1607.0630902437765,1435.976823873604
0.23,0.0040793387,0,274346.0,2.394007352513326,0.0017039791860778309,0.8935410393086458,1.1159165614360507,1602.803656496152,1432.1708450232522
0.235,0.004107487784,0,274648.0,2.426038866300974,0.0016930840808262737,0.8935410393086458,1.115849112198044,1599.7951855578856,1429.482652780066
0.24,0.004121562085,0,275554.0,2.427003921189154,0.0016982098994634367,0.8935410393086458,1.1158616710175215,1599.7772134091554,1429.4665939276624
