time [s],Oxidizer mass flow rate [g/s],Thrust [N],Chamber pressure [MPaG]
t,mox,F,Pc
8.345,6.1864901,0,0.248093
8.35,6.2331332,0,0.246281
8.355,6.1829033,0,0.248697
8.36,6.1470255,0,0.248244
8.365,6.1685512,0,0.249905
8.37,6.2223679,0,0.247791
8.375,6.1936686,0,0.251566
8.38,6.204429,0,0.24915
8.385,6.2116075,0,0.25217
8.39,6.1577908,0,0.255039
8.395,6.1577908,0,0.250962
8.4,6.2259547,0,0.254133
8.405,6.1721429,0,0.251566
8.41,6.2116075,0,0.252019
8.415,6.2474853,0,0.252774
8.42,6.1757297,0,0.253227
8.425,6.1757297,0,0.252774
8.43,6.2438936,0,0.252925
8.435,6.1864901,0,0.251113
8.44,6.2259547,0,0.253982
8.445,6.2582457,0,0.25519
8.45,6.2080158,0,0.256851
8.455,6.1649644,0,0.252623
8.46,6.2223679,0,0.253076
8.465,6.2331332,0,0.253076
8.47,6.2080158,0,0.252321
8.475,6.2618325,0,0.254586
8.48,6.2403068,0,0.253227
8.485,6.1757297,0,0.254284
8.49,6.2223679,0,0.253982
8.495,6.2510721,0,0.251415
8.5,6.2403068,0,0.252472
8.505,6.2618325,0,0.252925
8.51,6.2977103,0,0.251415
8.515,6.2187811,0,0.249754
8.52,6.2223679,0,0.252774
8.525,6.2618325,0,0.251717
8.53,6.2761846,0,0.251113
8.535,6.2223679,0,0.251566
8.54,6.2797714,0,0.250509
8.545,6.2977103,0,0.252774
8.55,6.2223679,0,0.251113
8.555,6.2761846,0,0.251868
8.56,6.2797714,0,0.252472
8.565,6.2223679,0,0.251264
8.57,6.2869499,0,0.25217
8.575,6.3156492,0,0.251868
8.58,6.2403068,0,0.252019
8.585,6.2546589,0,0.252321
8.59,6.3228228,0,0.252925
8.595,6.269011,0,0.25519
8.6,6.2869499,0,0.25972
8.605,6.2977103,0,0.258663
8.61,6.2833582,0,0.266817
8.615,6.2833582,0,0.262438
8.62,6.2977103,0,0.262287
8.625,6.2797714,0,0.260928
8.63,6.3048888,0,0.260475
8.635,6.3084756,0,0.25972
8.64,6.3264145,0,0.258361
8.645,6.2654193,0,0.265156
8.65,6.2761846,0,0.259871
8.655,6.3479402,0,0.26274
8.66,6.3048888,0,0.263797
8.665,6.3048888,0,0.264401
8.67,6.3479402,0,0.268327
8.675,6.2869499,0,0.270592
8.68,6.269011,0,0.264854
8.685,6.3587006,0,0.265156
8.69,6.3012971,0,0.26425
8.695,6.3264145,0,0.263193
8.7,6.3658791,0,0.26425
8.705,6.2654193,0,0.26123
8.71,6.2869499,0,0.260777
8.715,6.3587006,0,0.261532
8.72,6.3407617,0,0.260626
8.725,6.3156492,0,0.260475
8.73,6.3766395,0,0.259569
8.735,6.2725978,0,0.258663
8.74,6.2941235,0,0.259116
8.745,6.3551138,0,0.258059
8.75,6.3587006,0,0.259418
8.755,6.3551138,0,0.258059
8.76,6.383818,0,0.259267
8.765,6.3084756,0,0.259569
8.77,6.3084756,0,0.258663
8.775,6.3802263,0,0.26123
8.78,6.3335881,0,0.260475
8.785,6.383818,0,0.259116
8.79,6.3766395,0,0.258965
8.795,6.3264145,0,0.26123
8.8,6.3156492,0,0.261532
8.805,6.4017569,0,0.263193
8.81,6.351527,0,0.260626
8.815,6.383818,0,0.261683
8.82,6.3802263,0,0.260626
8.825,6.3335881,0,0.26123
8.83,6.3264145,0,0.260777
8.835,6.3945784,0,0.260022
8.84,6.3874048,0,0.260324
8.845,6.3587006,0,0.258814
8.85,6.434043,0,0.258814
8.855,6.351527,0,0.256549
8.86,6.3479402,0,0.258059
8.865,6.4125173,0,0.257002
8.87,6.4196958,0,0.258663
8.875,6.3981652,0,0.257153
8.88,6.4232826,0,0.25821
8.885,6.4017569,0,0.259871
8.89,6.3479402,0,0.260928
8.895,6.4089305,0,0.257606
8.9,6.4053437,0,0.258663
8.905,6.4017569,0,0.258814
8.91,6.4232826,0,0.258814
8.915,6.3981652,0,0.260626
8.92,6.3622923,0,0.259871
8.925,6.4053437,0,0.260324
8.93,6.4125173,0,0.261532
8.935,6.4053437,0,0.260475
8.94,6.4448083,0,0.262589
8.945,6.3658791,0,0.262589
8.95,6.4196958,0,0.262287
8.955,6.4376298,0,0.260626
8.96,6.4304562,0,0.260777
8.965,6.4017569,0,0.260324
8.97,6.4770993,0,0.260626
8.975,6.4053437,0,0.260475
8.98,6.4268694,0,0.262589
8.985,6.4483951,0,0.260324
8.99,6.466334,0,0.263193
8.995,6.434043,0,0.260626
9,6.4914465,0,0.261683
9.005,6.4161041,0,0.262136
9.01,6.4089305,0,0.261532
9.015,6.4735076,0,0.262891
9.02,6.4483951,0,0.263042
9.025,6.4519819,0,0.261079
9.03,6.4914465,0,0.264401
9.035,6.3945784,0,0.263193
9.04,6.4412215,0,0.264552
9.045,6.4842729,0,0.265005
9.05,6.4161041,0,0.263344
9.055,6.4878597,0,0.266364
9.06,6.4519819,0,0.265156
9.065,6.4125173,0,0.266062
9.07,6.4842729,0,0.266817
9.075,6.466334,0,0.270139
9.08,6.4950333,0,0.270592
9.085,6.4699208,0,0.269233
9.09,6.4735076,0,0.270894
9.095,6.4448083,0,0.271951
9.1,6.4555687,0,0.271498
9.105,6.4842729,0,0.271196
9.11,6.4304562,0,0.269535
9.115,6.498625,0,0.272253
9.12,6.4842729,0,0.271045
9.125,6.4268694,0,0.269082
9.13,6.5022118,0,0.27482
9.135,6.4842729,0,0.272253
9.14,6.5022118,0,0.273612
9.145,6.5201507,0,0.279803
9.15,6.4878597,0,0.279954
9.155,6.466334,0,0.277991
9.16,6.5201507,0,0.278293
9.165,6.4878597,0,0.279652
9.17,6.498625,0,0.277085
9.175,6.5380896,0,0.277236
9.18,6.4555687,0,0.275575
9.185,6.5057986,0,0.275575
9.19,6.5273243,0,0.274971
9.195,6.498625,0,0.275122
9.2,6.5309111,0,0.275273
9.205,6.5452632,0,0.273461
9.21,6.4735076,0,0.277085
9.215,6.4842729,0,0.276934
9.22,6.5524368,0,0.274065
9.225,6.5022118,0,0.275726
9.23,6.5273243,0,0.272102
9.235,6.5452632,0,0.274518
9.24,6.5057986,0,0.274367
9.245,6.4914465,0,0.272253
9.25,6.5596153,0,0.273914
9.255,6.5129722,0,0.271649
9.26,6.5129722,0,0.274065
9.265,6.5309111,0,0.269233
9.27,6.5667889,0,0.273008
9.275,6.4555687,0,0.270743
9.28,6.5273243,0,0.270894
9.285,6.54885,0,0.271951
9.29,6.5380896,0,0.270743
9.295,6.5667889,0,0.273159
9.3,6.5703757,0,0.271649
9.305,6.5452632,0,0.273008
9.31,6.5093854,0,0.270743
9.315,6.5345028,0,0.272404
9.32,6.5560285,0,0.27331
9.325,6.5560285,0,0.273914
9.33,6.5380896,0,0.271045
9.335,6.6026667,0,0.274669
9.34,6.5560285,0,0.272102
9.345,6.5165639,0,0.273159
9.35,6.6098403,0,0.273008
9.355,6.5596153,0,0.271498
9.36,6.5703757,0,0.2718
9.365,6.6026667,0,0.271347
9.37,6.6206056,0,0.2718
9.375,6.5380896,0,0.272857
9.38,6.5739674,0,0.271951
9.385,6.613432,0,0.273008
9.39,6.5739674,0,0.272253
9.395,6.5847278,0,0.273612
9.4,6.6026667,0,0.271649
9.405,6.6062535,0,0.274518
9.41,6.5129722,0,0.274367
9.415,6.5703757,0,0.274367
9.42,6.6206056,0,0.280709
9.425,6.5919063,0,0.278897
9.43,6.613432,0,0.280558
9.435,6.613432,0,0.278595
9.44,6.5990799,0,0.278293
9.445,6.5667889,0,0.279199
9.45,6.6098403,0,0.275273
9.455,6.6421313,0,0.276934
9.46,6.6170188,0,0.276028
9.465,6.6170188,0,0.274971
9.47,6.6457181,0,0.282219
9.475,6.5739674,0,0.278595
9.48,6.6170188,0,0.282068
9.485,6.6206056,0,0.281313
9.49,6.6313709,0,0.281313
9.495,6.6206056,0,0.281162
9.5,6.6564834,0,0.280558
9.505,6.5847278,0,0.281766
9.51,6.5667889,0,0.280407
9.515,6.6672438,0,0.283125
9.52,6.6241924,0,0.281162
9.525,6.6062535,0,0.283578
9.53,6.6564834,0,0.282521
9.535,6.6241924,0,0.281615
9.54,6.5990799,0,0.281615
9.545,6.5990799,0,0.283427
9.55,6.6313709,0,0.280105
9.555,6.6457181,0,0.281162
9.56,6.6241924,0,0.282974
9.565,6.6564834,0,0.279652
9.57,6.6600702,0,0.284031
9.575,6.5560285,0,0.278897
9.58,6.6457181,0,0.281162
9.585,6.6493098,0,0.281464
9.59,6.6600702,0,0.279803
9.595,6.6493098,0,0.283125
9.6,6.7138869,0,0.282823
9.605,6.663657,0,0.282974
9.61,6.6277792,0,0.280256
9.615,6.6744223,0,0.281917
9.62,6.6815959,0,0.27935
9.625,6.6672438,0,0.281917
9.63,6.6528966,0,0.282823
9.635,6.6851827,0,0.28388
9.64,6.6170188,0,0.279803
9.645,6.6457181,0,0.283578
9.65,6.6564834,0,0.283578
9.655,6.6815959,0,0.281917
9.66,6.6277792,0,0.282823
9.665,6.6851827,0,0.280105
9.67,6.6887744,0,0.28237
9.675,6.5954931,0,0.278595
9.68,6.6313709,0,0.282823
9.685,6.663657,0,0.279954
9.69,6.6851827,0,0.283276
9.695,6.6277792,0,0.281766
9.7,6.6744223,0,0.282521
9.705,6.7031216,0,0.28237
9.71,6.6313709,0,0.280105
9.715,6.6277792,0,0.281011
9.72,6.6708355,0,0.281766
9.725,6.6708355,0,0.281464
9.73,6.663657,0,0.283276
9.735,6.6600702,0,0.283125
9.74,6.6887744,0,0.282672
9.745,6.6062535,0,0.282068
9.75,6.663657,0,0.284031
9.755,6.6995348,0,0.283125
9.76,6.663657,0,0.284031
9.765,6.6851827,0,0.283729
9.77,6.6851827,0,0.281464
9.775,6.6528966,0,0.282823
9.78,6.6241924,0,0.280558
9.785,6.663657,0,0.281162
9.79,6.7103001,0,0.281615
9.795,6.6564834,0,0.281313
9.8,6.6564834,0,0.280407
9.805,6.7174737,0,0.28086
9.81,6.6564834,0,0.28237
9.815,6.6493098,0,0.28388
9.82,6.6780091,0,0.281917
9.825,6.6815959,0,0.282068
9.83,6.7031216,0,0.282823
9.835,6.6564834,0,0.281766
9.84,6.7031216,0,0.282823
9.845,6.6206056,0,0.283427
9.85,6.6421313,0,0.282823
9.855,6.6995348,0,0.282219
9.86,6.6744223,0,0.283578
9.865,6.6564834,0,0.281615
9.87,6.7389994,0,0.284333
9.875,6.6851827,0,0.282974
9.88,6.6098403,0,0.282974
9.885,6.663657,0,0.284031
9.89,6.7246473,0,0.283125
9.895,6.6672438,0,0.281766
9.9,6.6815959,0,0.285541
9.905,6.7138869,0,0.285239
9.91,6.6708355,0,0.285541
9.915,6.6098403,0,0.281917
9.92,6.6780091,0,0.283578
9.925,6.7067133,0,0.283276
9.93,6.6457181,0,0.283125
9.935,6.6780091,0,0.288561
9.94,6.7354126,0,0.284182
9.945,6.6851827,0,0.287806
9.95,6.6098403,0,0.286598
9.955,6.6887744,0,0.284937
9.96,6.7103001,0,0.287051
9.965,6.6708355,0,0.283729
9.97,6.6995348,0,0.284937
9.975,6.7246473,0,0.28539
9.98,6.6851827,0,0.284635
9.985,6.6528966,0,0.28539
9.99,6.663657,0,0.285541
9.995,6.7246473,0,0.288108
10,6.6672438,0,0.284484
10.005,6.6744223,0,0.284937
10.01,6.7210605,0,0.285692
10.015,6.6780091,0,0.285994
10.02,6.613432,0,0.285088
10.025,6.6815959,0,0.286749
10.03,6.7138869,0,0.285843
10.035,6.6528966,0,0.285994
10.04,6.6995348,0,0.287051
10.045,6.7246473,0,0.285239
10.05,6.6564834,0,0.286447
10.055,6.6349577,0,0.285541
10.06,6.6923612,0,0.289014
10.065,6.6923612,0,0.2869
10.07,6.6851827,0,0.28841
10.075,6.7067133,0,0.290977
10.08,6.6995348,0,0.287202
10.085,6.6815959,0,0.288108
10.09,6.6206056,0,0.29143
10.095,6.6528966,0,0.287957
10.1,6.7103001,0,0.291128
10.105,6.663657,0,0.288108
10.11,6.6672438,0,0.292638
10.115,6.7497647,0,0.295356
10.12,6.6600702,0,0.293393
10.125,6.6349577,0,0.296715
10.13,6.6780091,0,0.29445
10.135,6.7067133,0,0.293695
10.14,6.6995348,0,0.295658
10.145,6.6708355,0,0.292789
10.15,6.6995348,0,0.292789
10.155,6.7031216,0,0.291883
10.16,6.6313709,0,0.291581
10.165,6.6851827,0,0.291883
10.17,6.728239,0,0.290675
10.175,6.6708355,0,0.293695
10.18,6.6815959,0,0.291732
10.185,6.7318258,0,0.295356
10.19,6.7103001,0,0.294903
10.195,6.6277792,0,0.291883
10.2,6.6815959,0,0.294903
10.205,6.7067133,0,0.293393
10.21,6.6457181,0,0.291732
10.215,6.6600702,0,0.293091
10.22,6.7174737,0,0.288259
10.225,6.6815959,0,0.28992
10.23,6.695948,0,0.287655
10.235,6.663657,0,0.289014
10.24,6.695948,0,0.292034
10.245,6.6815959,0,0.289618
10.25,6.7031216,0,0.290071
10.255,6.6887744,0,0.290675
10.26,6.6815959,0,0.289618
10.265,6.6564834,0,0.290071
10.27,6.6600702,0,0.288108
10.275,6.6923612,0,0.289014
10.28,6.6815959,0,0.287051
10.285,6.6851827,0,0.289316
10.29,6.7103001,0,0.289014
10.295,6.6851827,0,0.287806
10.3,6.6672438,0,0.288561
10.305,6.6457181,0,0.288863
10.31,6.6744223,0,0.287655
10.315,6.7031216,0,0.287504
10.32,6.6780091,0,0.287957
10.325,6.6744223,0,0.285843
10.33,6.7067133,0,0.287806
10.335,6.6708355,0,0.287353
10.34,6.6241924,0,0.285843
10.345,6.7067133,0,0.287806
10.35,6.6672438,0,0.287655
10.355,6.6744223,0,0.289316
10.36,6.7103001,0,0.289467
10.365,6.6851827,0,0.290675
10.37,6.6421313,0,0.292034
10.375,6.6780091,0,0.289769
10.38,6.7067133,0,0.28841
10.385,6.6923612,0,0.293846
10.39,6.6887744,0,0.291279
10.395,6.7138869,0,0.293393
10.4,6.7103001,0,0.296866
10.405,6.6098403,0,0.291279
10.41,6.6995348,0,0.295054
10.415,6.6995348,0,0.290373
10.42,6.7138869,0,0.292034
10.425,6.7067133,0,0.292789
10.43,6.6995348,0,0.290524
10.435,6.7138869,0,0.293091
10.44,6.6528966,0,0.295356
10.445,6.6349577,0,0.293242
10.45,6.7174737,0,0.300188
10.455,6.7103001,0,0.294601
10.46,6.6887744,0,0.296413
10.465,6.7138869,0,0.295356
10.47,6.7067133,0,0.294299
10.475,6.6851827,0,0.301396
10.48,6.6277792,0,0.296866
10.485,6.6600702,0,0.296715
10.49,6.7389994,0,0.298678
10.495,6.6923612,0,0.297772
10.5,6.7138869,0,0.297621
10.505,6.6851827,0,0.295205
10.51,6.6887744,0,0.296111
10.515,6.6564834,0,0.296262
10.52,6.6995348,0,0.29596
10.525,6.7210605,0,0.295205
10.53,6.6600702,0,0.29445
10.535,6.7067133,0,0.292638
10.54,6.7103001,0,0.291279
10.545,6.6708355,0,0.290524
10.55,6.6815959,0,0.291883
10.555,6.6708355,0,0.289316
10.56,6.6851827,0,0.297017
10.565,6.6887744,0,0.295356
10.57,6.6923612,0,0.296413
10.575,6.6995348,0,0.300188
10.58,6.6349577,0,0.297168
10.585,6.6564834,0,0.300339
10.59,6.7174737,0,0.296866
10.595,6.6995348,0,0.296413
10.6,6.6923612,0,0.297319
10.605,6.6708355,0,0.293997
10.61,6.7246473,0,0.299433
10.615,6.6493098,0,0.294903
10.62,6.6564834,0,0.296413
10.625,6.6995348,0,0.294148
10.63,6.7246473,0,0.292185
10.635,6.6851827,0,0.294299
10.64,6.7246473,0,0.291732
10.645,6.728239,0,0.290826
10.65,6.6780091,0,0.289769
10.655,6.6887744,0,0.290977
10.66,6.6923612,0,0.289467
10.665,6.7031216,0,0.288863
10.67,6.6780091,0,0.289316
10.675,6.7103001,0,0.287957
10.68,6.7067133,0,0.289467
10.685,6.6313709,0,0.288108
10.69,6.6780091,0,0.289618
10.695,6.7354126,0,0.289316
10.7,6.6815959,0,0.28992
10.705,6.7103001,0,0.290977
10.71,6.7103001,0,0.286598
10.715,6.6385445,0,0.288863
10.72,6.6600702,0,0.287051
10.725,6.6923612,0,0.2869
10.73,6.6672438,0,0.289014
10.735,6.6995348,0,0.287655
10.74,6.7210605,0,0.288259
10.745,6.6887744,0,0.287957
10.75,6.6457181,0,0.287202
10.755,6.6851827,0,0.289316
10.76,6.6923612,0,0.287957
10.765,6.7067133,0,0.290977
10.77,6.6887744,0,0.290071
10.775,6.7354126,0,0.290373
10.78,6.6708355,0,0.290071
10.785,6.6815959,0,0.290373
10.79,6.6887744,0,0.289618
10.795,6.6995348,0,0.289014
10.8,6.6887744,0,0.290675
10.805,6.695948,0,0.287806
10.81,6.7138869,0,0.290222
10.815,6.6313709,0,0.291581
10.82,6.6995348,0,0.293695
10.825,6.6923612,0,0.294148
10.83,6.6995348,0,0.29294
10.835,6.7031216,0,0.292487
10.84,6.728239,0,0.290373
10.845,6.6457181,0,0.290977
10.85,6.6493098,0,0.288863
10.855,6.7174737,0,0.292487
10.86,6.6887744,0,0.289316
10.865,6.7103001,0,0.291883
10.87,6.7389994,0,0.290977
10.875,6.6600702,0,0.290977
10.88,6.6564834,0,0.292638
10.885,6.6995348,0,0.290222
10.89,6.7103001,0,0.292034
10.895,6.6995348,0,0.292034
10.9,6.6887744,0,0.290826
10.905,6.7138869,0,0.292789
10.91,6.6744223,0,0.293091
10.915,6.6421313,0,0.294903
10.92,6.7389994,0,0.294601
10.925,6.7246473,0,0.293544
10.93,6.6780091,0,0.292185
10.935,6.7210605,0,0.293695
10.94,6.6995348,0,0.293242
10.945,6.6313709,0,0.291883
10.95,6.6995348,0,0.291883
10.955,6.7174737,0,0.290977
10.96,6.6887744,0,0.290977
10.965,6.6923612,0,0.292638
10.97,6.7067133,0,0.295658
10.975,6.695948,0,0.294148
10.98,6.6493098,0,0.295658
10.985,6.6457181,0,0.292487
10.99,6.7497647,0,0.295658
10.995,6.6672438,0,0.293393
11,6.7138869,0,0.295507
11.005,6.7174737,0,0.294601
11.01,6.6493098,0,0.296564
11.015,6.6708355,0,0.296564
11.02,6.7067133,0,0.295658
11.025,6.7031216,0,0.297621
11.03,6.7138869,0,0.297168
11.035,6.7210605,0,0.297017
11.04,6.6780091,0,0.296715
11.045,6.6457181,0,0.297168
11.05,6.7067133,0,0.296413
11.055,6.7031216,0,0.296262
11.06,6.6744223,0,0.296111
11.065,6.728239,0,0.296262
11.07,6.6780091,0,0.29445
11.075,6.6421313,0,0.295507
11.08,6.6851827,0,0.297168
11.085,6.695948,0,0.300641
11.09,6.7103001,0,0.296262
11.095,6.695948,0,0.29747
11.1,6.7389994,0,0.295054
11.105,6.6744223,0,0.296413
11.11,6.6564834,0,0.295809
11.115,6.7138869,0,0.297772
11.12,6.695948,0,0.296866
11.125,6.6780091,0,0.29898
11.13,6.695948,0,0.300943
11.135,6.7246473,0,0.297923
11.14,6.663657,0,0.298678
11.145,6.6600702,0,0.296413
11.15,6.7354126,0,0.300943
11.155,6.6923612,0,0.295809
11.16,6.6887744,0,0.297319
11.165,6.728239,0,0.29747
11.17,6.6672438,0,0.297772
11.175,6.6457181,0,0.29898
11.18,6.6851827,0,0.297168
11.185,6.7031216,0,0.297772
11.19,6.695948,0,0.298225
11.195,6.6887744,0,0.298376
11.2,6.7138869,0,0.298225
11.205,6.6600702,0,0.300792
11.21,6.6349577,0,0.29898
11.215,6.6995348,0,0.298678
11.22,6.7174737,0,0.30049
11.225,6.6564834,0,0.297017
11.23,6.7174737,0,0.298829
11.235,6.6923612,0,0.296715
11.24,6.6313709,0,0.297772
11.245,6.695948,0,0.296866
11.25,6.7067133,0,0.295356
11.255,6.7103001,0,0.295809
11.26,6.6887744,0,0.295809
11.265,6.7246473,0,0.297168
11.27,6.7031216,0,0.295205
11.275,6.6277792,0,0.29596
11.28,6.6672438,0,0.296111
11.285,6.7174737,0,0.296111
11.29,6.695948,0,0.295054
11.295,6.6995348,0,0.294752
11.3,6.6744223,0,0.295507
11.305,6.7067133,0,0.295205
11.31,6.6385445,0,0.295356
11.315,6.6564834,0,0.295658
11.32,6.6564834,0,0.293997
11.325,6.7138869,0,0.295356
11.33,6.7031216,0,0.295507
11.335,6.6923612,0,0.296866
11.34,6.6923612,0,0.298678
11.345,6.7067133,0,0.299131
11.35,6.6241924,0,0.299433
11.355,6.6780091,0,0.298074
11.36,6.7174737,0,0.300037
11.365,6.663657,0,0.29596
11.37,6.7067133,0,0.299735
11.375,6.7138869,0,0.295507
11.38,6.6780091,0,0.296866
11.385,6.6887744,0,0.296111
11.39,6.6672438,0,0.295054
11.395,6.7174737,0,0.295809
11.4,6.6851827,0,0.297017
11.405,6.6815959,0,0.296413
11.41,6.728239,0,0.298829
11.415,6.6744223,0,0.298225
11.42,6.6277792,0,0.297017
11.425,6.7174737,0,0.297923
11.43,6.7210605,0,0.300792
11.435,6.7031216,0,0.295507
11.44,6.6780091,0,0.296564
11.445,6.6995348,0,0.296564
11.45,6.6672438,0,0.297017
11.455,6.6349577,0,0.295205
11.46,6.6708355,0,0.295356
11.465,6.7103001,0,0.296715
11.47,6.6995348,0,0.29596
11.475,6.6815959,0,0.297772
11.48,6.7067133,0,0.29898
11.485,6.6600702,0,0.298678
11.49,6.6528966,0,0.298527
11.495,6.7138869,0,0.300188
11.5,6.7067133,0,0.301849
11.505,6.6780091,0,0.298376
11.51,6.7318258,0,0.302755
11.515,6.7031216,0,0.300339
11.52,6.6349577,0,0.304416
11.525,6.695948,0,0.302755
11.53,6.6923612,0,0.301396
11.535,6.6887744,0,0.301849
11.54,6.7138869,0,0.301396
11.545,6.7067133,0,0.302151
11.55,6.6995348,0,0.300943
11.555,6.6708355,0,0.300339
11.56,6.6744223,0,0.301849
11.565,6.7067133,0,0.302
11.57,6.695948,0,0.304718
11.575,6.7174737,0,0.302755
11.58,6.7067133,0,0.301547
11.585,6.7067133,0,0.301698
11.59,6.6313709,0,0.300792
11.595,6.6815959,0,0.303057
11.6,6.6995348,0,0.301698
11.605,6.6600702,0,0.299282
11.61,6.7138869,0,0.302755
11.615,6.7210605,0,0.301245
11.62,6.6887744,0,0.300339
11.625,6.6564834,0,0.299886
11.63,6.6851827,0,0.297772
11.635,6.6995348,0,0.302
11.64,6.6780091,0,0.299433
11.645,6.7246473,0,0.303057
11.65,6.7138869,0,0.299584
11.655,6.695948,0,0.302755
11.66,6.6421313,0,0.300641
11.665,6.695948,0,0.299584
11.67,6.7103001,0,0.303057
11.675,6.6600702,0,0.301547
11.68,6.695948,0,0.301245
11.685,6.728239,0,0.300037
11.69,6.6672438,0,0.299282
11.695,6.6564834,0,0.300943
11.7,6.695948,0,0.300943
11.705,6.6995348,0,0.300339
11.71,6.663657,0,0.29747
11.715,6.7031216,0,0.299735
11.72,6.7138869,0,0.299433
11.725,6.7103001,0,0.300037
11.73,6.6349577,0,0.299735
11.735,6.6851827,0,0.299735
11.74,6.7138869,0,0.298829
11.745,6.6780091,0,0.29747
11.75,6.6995348,0,0.298678
11.755,6.6780091,0,0.297319
11.76,6.6744223,0,0.300037
11.765,6.6672438,0,0.301094
11.77,6.6493098,0,0.298074
11.775,6.7138869,0,0.301245
11.78,6.7210605,0,0.299131
11.785,6.6564834,0,0.299735
11.79,6.7138869,0,0.299584
11.795,6.7031216,0,0.30049
11.8,6.6528966,0,0.300339
11.805,6.6493098,0,0.299584
11.81,6.6708355,0,0.298376
11.815,6.7138869,0,0.299735
11.82,6.6887744,0,0.299131
11.825,6.6672438,0,0.299282
11.83,6.7174737,0,0.299282
11.835,6.6457181,0,0.297923
11.84,6.6887744,0,0.29898
11.845,6.7031216,0,0.300188
11.85,6.7067133,0,0.29898
11.855,6.6672438,0,0.298074
11.86,6.7497647,0,0.299886
11.865,6.6457181,0,0.298678
11.87,6.6313709,0,0.29898
11.875,6.6744223,0,0.300339
11.88,6.6923612,0,0.299433
11.885,6.6923612,0,0.301849
11.89,6.6672438,0,0.300641
11.895,6.7031216,0,0.303057
11.9,6.695948,0,0.30502
11.905,6.6313709,0,0.301396
11.91,6.6672438,0,0.304718
11.915,6.7174737,0,0.301396
11.92,6.6600702,0,0.302302
11.925,6.7318258,0,0.300641
11.93,6.6708355,0,0.299433
11.935,6.6708355,0,0.300188
11.94,6.6528966,0,0.301698
11.945,6.6851827,0,0.298376
11.95,6.7067133,0,0.30049
11.955,6.6780091,0,0.30049
11.96,6.7067133,0,0.299282
11.965,6.7210605,0,0.300943
11.97,6.6708355,0,0.302
11.975,6.6349577,0,0.298678
11.98,6.7210605,0,0.300037
11.985,6.6672438,0,0.302453
11.99,6.695948,0,0.303057
11.995,6.6995348,0,0.301396
12,6.7031216,0,0.303812
12.005,6.6528966,0,0.303812
12.01,6.6528966,0,0.30653
12.015,6.7354126,0,0.304265
12.02,6.6923612,0,0.306681
12.025,6.6887744,0,0.306077
12.03,6.7138869,0,0.306832
12.035,6.663657,0,0.304265
12.04,6.6457181,0,0.304567
12.045,6.695948,0,0.302604
12.05,6.6995348,0,0.30049
12.055,6.6995348,0,0.303057
12.06,6.7031216,0,0.303057
12.065,6.7138869,0,0.30049
12.07,6.6528966,0,0.303057
12.075,6.6923612,0,0.298829
12.08,6.6995348,0,0.299584
12.085,6.7103001,0,0.298225
12.09,6.6493098,0,0.298376
12.095,6.7318258,0,0.297923
12.1,6.6493098,0,0.29747
12.105,6.6421313,0,0.297923
12.11,6.695948,0,0.296866
12.115,6.6672438,0,0.295054
12.12,6.6851827,0,0.298527
12.125,6.6851827,0,0.294601
12.13,6.6923612,0,0.299433
12.135,6.6349577,0,0.295658
12.14,6.695948,0,0.297319
12.145,6.6995348,0,0.300188
12.15,6.6780091,0,0.296262
12.155,6.7246473,0,0.297017
12.16,6.7174737,0,0.297319
12.165,6.6780091,0,0.301547
12.17,6.6385445,0,0.299282
12.175,6.7031216,0,0.300943
12.18,6.6923612,0,0.303208
12.185,6.6851827,0,0.299433
12.19,6.7210605,0,0.307436
12.195,6.6708355,0,0.303661
12.2,6.663657,0,0.30653
12.205,6.6780091,0,0.305926
12.21,6.7246473,0,0.304869
12.215,6.6564834,0,0.303812
12.22,6.6923612,0,0.304114
12.225,6.7067133,0,0.304567
12.23,6.6421313,0,0.301698
12.235,6.6313709,0,0.302906
12.24,6.6995348,0,0.306983
12.245,6.6887744,0,0.300037
12.25,6.6923612,0,0.302
12.255,6.7067133,0,0.30351
12.26,6.6995348,0,0.300188
12.265,6.6564834,0,0.301849
12.27,6.6528966,0,0.301547
12.275,6.7138869,0,0.30049
12.28,6.7103001,0,0.301245
12.285,6.6672438,0,0.299433
12.29,6.7031216,0,0.299433
12.295,6.6708355,0,0.301396
12.3,6.6206056,0,0.297621
12.305,6.7031216,0,0.298829
12.31,6.6708355,0,0.297319
12.315,6.6744223,0,0.299433
12.32,6.7210605,0,0.299433
12.325,6.6887744,0,0.297319
12.33,6.6277792,0,0.299735
12.335,6.6564834,0,0.298376
12.34,6.7031216,0,0.298829
12.345,6.6995348,0,0.300339
12.35,6.6923612,0,0.299735
12.355,6.7174737,0,0.301245
12.36,6.6457181,0,0.300188
12.365,6.6528966,0,0.300037
12.37,6.7138869,0,0.300641
12.375,6.6851827,0,0.30049
12.38,6.6923612,0,0.302755
12.385,6.7210605,0,0.302
12.39,6.6887744,0,0.303359
12.395,6.6421313,0,0.307436
12.4,6.6851827,0,0.305775
12.405,6.7210605,0,0.306832
12.41,6.6672438,0,0.304416
12.415,6.7174737,0,0.30653
12.42,6.6744223,0,0.302151
12.425,6.6815959,0,0.30351
12.43,6.6528966,0,0.303057
12.435,6.6815959,0,0.300943
12.44,6.7031216,0,0.301245
12.445,6.6995348,0,0.306077
12.45,6.6887744,0,0.306228
12.455,6.7138869,0,0.305926
12.46,6.6421313,0,0.304718
12.465,6.6672438,0,0.30351
